Q,CC,MaxCC
0.194,86,3
0.195,87,4
0.196,87,3
0.197,85,3
0.198,90,3
0.199,88,4
0.2,87,4
0.201,85,4
0.202,85,3
0.203,85,3
0.204,82,5
0.205,87,3
0.206,81,4
0.207,83,4
0.208,85,4
0.209,86,4
0.21,88,3
0.211,79,5
0.212,88,3
0.213,86,3
0.214,86,4
0.215,87,4
0.216,83,3
0.217,83,5
0.218,82,5
0.219,89,2
0.22,85,4
0.221,87,4
0.222,86,3
0.223,77,4
0.224,82,3
0.225,84,5
0.226,83,4
0.227,77,4
0.228,82,5
0.229,85,4
0.23,84,4
0.231,84,3
0.232,77,8
0.233,81,4
0.234,85,4
0.235,85,3
0.236,91,3
0.237,84,5
0.238,83,3
0.239,85,4
0.24,89,4
0.241,77,4
0.242,88,4
0.243,85,4
0.244,91,3
0.245,79,6
0.246,85,3
0.247,78,4
0.248,78,3
0.249,80,5
0.25,79,3
0.251,77,5
0.252,74,9
0.253,83,4
0.254,80,4
0.255,86,4
0.256,80,4
0.257,82,4
0.258,83,4
0.259,78,4
0.26,85,5
0.261,83,4
0.262,79,8
0.263,82,4
0.264,84,3
0.265,79,4
0.266,83,4
0.267,83,5
0.268,76,7
0.269,82,3
0.27,86,4
0.271,77,7
0.272,75,6
0.273,90,3
0.274,78,5
0.275,80,4
0.276,82,4
0.277,76,5
0.278,77,4
0.279,67,7
0.28,82,3
0.281,85,7
0.282,79,3
0.283,76,4
0.284,73,4
0.285,78,4
0.286,74,5
0.287,80,6
0.288,81,4
0.289,77,5
0.29,69,6
0.291,84,4
0.292,84,4
0.293,83,4
0.294,77,6
0.295,77,5
0.296,77,8
0.297,82,4
0.298,86,3
0.299,84,4
0.3,74,7
0.301,74,6
0.302,77,5
0.303,79,4
0.304,75,6
0.305,77,6
0.306,77,6
0.307,82,3
0.308,76,5
0.309,83,5
0.31,74,5
0.311,79,3
0.312,81,7
0.313,71,8
0.314,82,5
0.315,84,4
0.316,82,4
0.317,76,6
0.318,79,5
0.319,80,3
0.32,72,8
0.321,71,6
0.322,78,7
0.323,82,6
0.324,77,4
0.325,84,3
0.326,72,5
0.327,83,4
0.328,80,7
0.329,77,5
0.33,69,4
0.331,69,7
0.332,73,6
0.333,79,6
0.334,76,5
0.335,83,7
0.336,81,6
0.337,77,7
0.338,72,8
0.339,80,4
0.34,80,4
0.341,76,11
0.342,80,4
0.343,85,3
0.344,83,6
0.345,79,5
0.346,76,5
0.347,76,5
0.348,84,3
0.349,68,5
0.35,75,4
0.351,74,6
0.352,79,6
0.353,80,4
0.354,72,5
0.355,75,5
0.356,74,7
0.357,69,15
0.358,69,5
0.359,78,5
0.36,70,6
0.361,79,4
0.362,75,6
0.363,73,5
0.364,85,4
0.365,74,7
0.366,82,3
0.367,69,6
0.368,73,7
0.369,81,4
0.37,72,4
0.371,77,5
0.372,71,5
0.373,78,5
0.374,78,7
0.375,73,5
0.376,66,8
0.377,77,5
0.378,78,6
0.379,78,3
0.38,66,8
0.381,76,4
0.382,77,6
0.383,70,7
0.384,76,6
0.385,81,4
0.386,79,5
0.387,81,6
0.388,75,5
0.389,69,5
0.39,73,5
0.391,77,8
0.392,68,5
0.393,73,8
0.394,62,10
0.395,70,7
0.396,71,9
0.397,72,4
0.398,66,6
0.399,74,7
0.4,64,7
0.401,72,4
0.402,69,7
0.403,74,7
0.404,78,4
0.405,81,5
0.406,71,9
0.407,67,6
0.408,69,5
0.409,76,4
0.41,76,5
0.411,74,6
0.412,73,9
0.413,71,5
0.414,66,5
0.415,78,5
0.416,70,6
0.417,62,5
0.418,80,5
0.419,73,5
0.42,82,3
0.421,68,8
0.422,75,4
0.423,75,6
0.424,72,5
0.425,69,8
0.426,68,7
0.427,68,6
0.428,70,4
0.429,77,3
0.43,76,5
0.431,76,7
0.432,68,10
0.433,68,7
0.434,73,4
0.435,72,6
0.436,66,10
0.437,64,9
0.438,71,6
0.439,67,7
0.44,71,9
0.441,67,8
0.442,75,4
0.443,66,11
0.444,65,11
0.445,68,4
0.446,77,5
0.447,66,5
0.448,69,5
0.449,62,6
0.45,61,6
0.451,69,6
0.452,66,5
0.453,67,10
0.454,77,4
0.455,75,4
0.456,63,10
0.457,69,8
0.458,72,5
0.459,66,5
0.46,68,6
0.461,60,7
0.462,59,11
0.463,57,7
0.464,75,5
0.465,68,6
0.466,60,6
0.467,76,5
0.468,67,5
0.469,68,9
0.47,71,5
0.471,72,10
0.472,70,4
0.473,61,8
0.474,76,5
0.475,60,10
0.476,64,7
0.477,67,9
0.478,63,12
0.479,71,6
0.48,67,7
0.481,64,11
0.482,60,15
0.483,79,3
0.484,75,4
0.485,71,11
0.486,64,12
0.487,64,6
0.488,68,8
0.489,66,7
0.49,70,7
0.491,69,10
0.492,69,3
0.493,76,5
0.494,75,4
0.495,64,6
0.496,70,5
0.497,68,4
0.498,60,8
0.499,71,5
0.5,70,8
0.501,64,7
0.502,70,7
0.503,65,10
0.504,71,6
0.505,65,9
0.506,65,9
0.507,72,5
0.508,59,6
0.509,69,6
0.51,72,5
0.511,66,6
0.512,66,6
0.513,63,8
0.514,63,8
0.515,68,4
0.516,63,8
0.517,63,5
0.518,65,5
0.519,58,7
0.52,52,11
0.521,65,7
0.522,66,6
0.523,69,7
0.524,66,6
0.525,70,14
0.526,69,6
0.527,77,6
0.528,72,6
0.529,61,10
0.53,63,6
0.531,72,8
0.532,67,13
0.533,68,8
0.534,49,20
0.535,58,7
0.536,60,8
0.537,67,6
0.538,65,8
0.539,75,7
0.54,65,15
0.541,64,7
0.542,65,8
0.543,63,6
0.544,65,6
0.545,64,7
0.546,64,6
0.547,67,6
0.548,67,6
0.549,74,5
0.55,56,9
0.551,62,10
0.552,60,6
0.553,67,7
0.554,55,9
0.555,66,8
0.556,66,5
0.557,68,6
0.558,62,8
0.559,54,8
0.56,71,5
0.561,67,8
0.562,58,9
0.563,54,9
0.564,50,13
0.565,66,6
0.566,55,8
0.567,60,7
0.568,55,14
0.569,58,11
0.57,68,5
0.571,61,10
0.572,61,10
0.573,66,12
0.574,66,5
0.575,63,10
0.576,56,7
0.577,60,11
0.578,65,5
0.579,62,10
0.58,65,9
0.581,60,7
0.582,61,7
0.583,59,8
0.584,62,7
0.585,51,12
0.586,57,8
0.587,62,9
0.588,60,7
0.589,55,11
0.59,69,10
0.591,57,6
0.592,56,14
0.593,63,6
0.594,67,8
0.595,62,6
0.596,56,10
0.597,63,5
0.598,58,9
0.599,57,8
0.6,69,5
0.601,52,6
0.602,58,13
0.603,46,11
0.604,64,7
0.605,64,6
0.606,58,10
0.607,65,6
0.608,65,7
0.609,53,15
0.61,62,9
0.611,44,13
0.612,63,7
0.613,52,10
0.614,59,10
0.615,51,9
0.616,72,9
0.617,56,10
0.618,57,8
0.619,66,6
0.62,69,6
0.621,61,8
0.622,55,9
0.623,56,5
0.624,65,7
0.625,59,6
0.626,60,6
0.627,57,8
0.628,67,5
0.629,62,9
0.63,64,6
0.631,49,9
0.632,64,6
0.633,63,9
0.634,57,11
0.635,60,8
0.636,57,13
0.637,67,5
0.638,55,9
0.639,62,9
0.64,63,8
0.641,68,9
0.642,57,9
0.643,58,7
0.644,56,12
0.645,50,15
0.646,57,10
0.647,60,5
0.648,61,7
0.649,61,11
0.65,48,17
0.651,57,7
0.652,55,13
0.653,67,8
0.654,62,7
0.655,66,7
0.656,71,5
0.657,67,4
0.658,62,10
0.659,50,9
0.66,66,5
0.661,56,10
0.662,55,11
0.663,61,8
0.664,59,8
0.665,57,6
0.666,68,5
0.667,62,10
0.668,56,8
0.669,60,6
0.67,53,7
0.671,58,9
0.672,54,12
0.673,57,13
0.674,48,8
0.675,57,7
0.676,64,5
0.677,59,6
0.678,56,11
0.679,59,8
0.68,57,11
0.681,50,19
0.682,52,9
0.683,60,9
0.684,46,21
0.685,62,9
0.686,50,13
0.687,53,7
0.688,65,5
0.689,61,5
0.69,60,6
0.691,58,14
0.692,56,6
0.693,59,8
0.694,56,8
0.695,54,12
0.696,55,7
0.697,58,8
0.698,56,10
0.699,61,8
0.7,53,8
0.701,50,14
0.702,53,8
0.703,53,10
0.704,55,8
0.705,54,7
0.706,63,8
0.707,49,8
0.708,58,9
0.709,55,8
0.71,51,11
0.711,58,9
0.712,53,8
0.713,63,7
0.714,51,10
0.715,64,6
0.716,53,8
0.717,56,8
0.718,57,7
0.719,65,8
0.72,62,10
0.721,59,7
0.722,57,8
0.723,58,7
0.724,50,10
0.725,56,8
0.726,59,9
0.727,57,11
0.728,47,10
0.729,56,6
0.73,51,6
0.731,56,6
0.732,57,13
0.733,42,10
0.734,54,6
0.735,49,10
0.736,59,5
0.737,63,9
0.738,57,13
0.739,52,17
0.74,56,8
0.741,58,7
0.742,64,9
0.743,62,8
0.744,52,10
0.745,55,12
0.746,50,13
0.747,56,11
0.748,61,16
0.749,43,11
0.75,50,9
0.751,54,9
0.752,62,10
0.753,63,9
0.754,47,9
0.755,59,9
0.756,47,9
0.757,54,18
0.758,51,11
0.759,51,7
0.76,52,10
0.761,49,8
0.762,53,8
0.763,64,9
0.764,51,10
0.765,54,7
0.766,51,11
0.767,44,10
0.768,43,18
0.769,50,11
0.77,60,9
0.771,52,9
0.772,49,9
0.773,53,10
0.774,53,12
0.775,52,7
0.776,54,11
0.777,53,10
0.778,49,15
0.779,57,11
0.78,55,8
0.781,56,6
0.782,47,15
0.783,48,9
0.784,39,19
0.785,45,14
0.786,50,9
0.787,48,23
0.788,54,8
0.789,46,8
0.79,41,17
0.791,49,7
0.792,46,15
0.793,60,4
0.794,47,11
0.795,54,7
0.796,54,9
0.797,58,6
0.798,51,8
0.799,47,10
0.8,51,18
0.801,58,8
0.802,60,8
0.803,49,12
0.804,55,13
0.805,49,12
0.806,45,10
0.807,51,10
0.808,44,14
0.809,52,8
0.81,59,9
0.811,41,14
0.812,52,8
0.813,54,9
0.814,47,8
0.815,52,11
0.816,57,9
0.817,40,11
0.818,44,8
0.819,54,16
0.82,53,9
0.821,54,9
0.822,61,8
0.823,47,9
0.824,52,9
0.825,47,10
0.826,44,13
0.827,49,11
0.828,54,11
0.829,48,10
0.83,43,10
0.831,54,13
0.832,60,8
0.833,47,10
0.834,52,15
0.835,52,6
0.836,42,7
0.837,49,13
0.838,51,9
0.839,59,6
0.84,49,16
0.841,54,8
0.842,45,8
0.843,44,9
0.844,48,8
0.845,45,15
0.846,43,11
0.847,55,10
0.848,43,12
0.849,50,9
0.85,56,10
0.851,51,7
0.852,42,11
0.853,52,10
0.854,41,21
0.855,44,8
0.856,56,7
0.857,57,10
0.858,52,9
0.859,52,9
0.86,53,5
0.861,55,7
0.862,35,12
0.863,57,8
0.864,53,9
0.865,46,7
0.866,53,9
0.867,62,8
0.868,50,11
0.869,47,11
0.87,42,10
0.871,53,11
0.872,41,12
0.873,51,12
0.874,55,8
0.875,44,17
0.876,51,11
0.877,46,9
0.878,52,6
0.879,48,13
0.88,47,8
0.881,46,15
0.882,43,14
0.883,43,9
0.884,51,19
0.885,45,14
0.886,48,12
0.887,46,9
0.888,52,8
0.889,44,15
0.89,53,11
0.891,35,14
0.892,42,15
0.893,51,8
0.894,50,8
0.895,43,11
0.896,49,9
0.897,53,21
0.898,52,14
0.899,51,15
0.9,50,7
0.901,46,12
0.902,51,7
0.903,40,30
0.904,47,10
0.905,46,8
0.906,50,10
0.907,50,10
0.908,58,11
0.909,51,8
0.91,41,13
0.911,44,12
0.912,49,7
0.913,53,12
0.914,51,9
0.915,47,14
0.916,46,8
0.917,57,7
0.918,49,10
0.919,54,8
0.92,47,10
0.921,49,14
0.922,44,9
0.923,46,8
0.924,45,21
0.925,47,8
0.926,40,9
0.927,41,14
0.928,46,8
0.929,48,7
0.93,48,10
0.931,43,13
0.932,51,7
0.933,50,8
0.934,56,8
0.935,45,10
0.936,44,12
0.937,44,10
0.938,41,8
0.939,50,7
0.94,48,13
0.941,49,18
0.942,39,25
0.943,46,8
0.944,46,17
0.945,48,15
0.946,39,10
0.947,44,14
0.948,46,9
0.949,56,7
0.95,49,8
0.951,56,9
0.952,43,13
0.953,44,14
0.954,47,16
0.955,46,8
0.956,50,12
0.957,52,6
0.958,46,9
0.959,48,9
0.96,40,23
0.961,39,19
0.962,52,16
0.963,55,12
0.964,35,20
0.965,45,9
0.966,37,17
0.967,42,13
0.968,29,23
0.969,42,15
0.97,42,10
0.971,53,15
0.972,47,13
0.973,41,14
0.974,44,16
0.975,44,14
0.976,45,16
0.977,57,5
0.978,45,8
0.979,40,17
0.98,43,10
0.981,46,9
0.982,49,7
0.983,53,9
0.984,40,15
0.985,44,18
0.986,43,13
0.987,52,12
0.988,46,7
0.989,42,8
0.99,47,14
0.991,44,13
0.992,41,13
0.993,41,12
0.994,42,10
0.995,49,10
0.996,42,10
0.997,32,11
0.998,43,10
0.999,39,11
1,50,13
