Q,CC,MaxCC
0.194,100,1
0.195,97,2
0.196,96,2
0.197,100,1
0.198,100,1
0.199,99,2
0.2,99,2
0.201,100,1
0.202,100,1
0.203,99,2
0.204,99,2
0.205,98,2
0.206,99,2
0.207,100,1
0.208,100,1
0.209,100,1
0.21,100,1
0.211,100,1
0.212,100,1
0.213,100,1
0.214,99,2
0.215,100,1
0.216,100,1
0.217,99,2
0.218,100,1
0.219,98,2
0.22,97,2
0.221,100,1
0.222,99,2
0.223,99,2
0.224,100,1
0.225,99,2
0.226,100,1
0.227,98,2
0.228,100,1
0.229,99,2
0.23,99,2
0.231,100,1
0.232,99,2
0.233,98,2
0.234,98,2
0.235,99,2
0.236,99,2
0.237,97,2
0.238,100,1
0.239,99,2
0.24,99,2
0.241,100,1
0.242,99,2
0.243,99,2
0.244,98,2
0.245,100,1
0.246,99,2
0.247,100,1
0.248,97,2
0.249,100,1
0.25,99,2
0.251,98,2
0.252,100,1
0.253,99,2
0.254,100,1
0.255,99,2
0.256,97,2
0.257,99,2
0.258,99,2
0.259,98,2
0.26,97,3
0.261,100,1
0.262,98,2
0.263,98,2
0.264,96,2
0.265,98,2
0.266,100,1
0.267,99,2
0.268,98,2
0.269,98,2
0.27,100,1
0.271,100,1
0.272,99,2
0.273,99,2
0.274,100,1
0.275,99,2
0.276,100,1
0.277,98,2
0.278,100,1
0.279,97,2
0.28,99,2
0.281,97,2
0.282,99,2
0.283,99,2
0.284,98,2
0.285,97,3
0.286,99,2
0.287,99,2
0.288,99,2
0.289,99,2
0.29,98,2
0.291,97,2
0.292,99,2
0.293,97,2
0.294,98,2
0.295,99,2
0.296,98,2
0.297,100,1
0.298,100,1
0.299,97,2
0.3,98,3
0.301,98,2
0.302,98,2
0.303,99,2
0.304,99,2
0.305,99,2
0.306,96,3
0.307,98,2
0.308,99,2
0.309,99,2
0.31,99,2
0.311,97,2
0.312,99,2
0.313,100,1
0.314,98,2
0.315,98,2
0.316,99,2
0.317,98,2
0.318,96,2
0.319,100,1
0.32,100,1
0.321,98,2
0.322,100,1
0.323,100,1
0.324,99,2
0.325,96,2
0.326,99,2
0.327,97,3
0.328,97,3
0.329,100,1
0.33,98,2
0.331,97,2
0.332,99,2
0.333,100,1
0.334,97,2
0.335,97,2
0.336,99,2
0.337,98,2
0.338,100,1
0.339,97,2
0.34,99,2
0.341,100,1
0.342,99,2
0.343,97,2
0.344,97,2
0.345,98,2
0.346,99,2
0.347,98,2
0.348,99,2
0.349,99,2
0.35,98,2
0.351,99,2
0.352,97,2
0.353,100,1
0.354,98,2
0.355,99,2
0.356,98,2
0.357,98,3
0.358,96,2
0.359,96,2
0.36,100,1
0.361,98,2
0.362,100,1
0.363,98,2
0.364,99,2
0.365,95,3
0.366,100,1
0.367,97,2
0.368,100,1
0.369,99,2
0.37,98,2
0.371,100,1
0.372,96,2
0.373,99,2
0.374,98,2
0.375,98,2
0.376,99,2
0.377,97,2
0.378,98,2
0.379,97,2
0.38,100,1
0.381,98,2
0.382,97,2
0.383,98,2
0.384,98,2
0.385,100,1
0.386,99,2
0.387,99,2
0.388,100,1
0.389,100,1
0.39,100,1
0.391,98,2
0.392,97,2
0.393,99,2
0.394,97,2
0.395,98,2
0.396,99,2
0.397,96,3
0.398,98,2
0.399,96,2
0.4,98,2
0.401,97,3
0.402,97,2
0.403,100,1
0.404,98,3
0.405,99,2
0.406,97,3
0.407,99,2
0.408,98,2
0.409,96,2
0.41,98,2
0.411,99,2
0.412,99,2
0.413,94,3
0.414,100,1
0.415,99,2
0.416,96,2
0.417,100,1
0.418,100,1
0.419,97,2
0.42,100,1
0.421,99,2
0.422,99,2
0.423,97,2
0.424,97,2
0.425,100,1
0.426,100,1
0.427,98,2
0.428,98,2
0.429,99,2
0.43,98,2
0.431,98,2
0.432,95,3
0.433,98,2
0.434,97,2
0.435,99,2
0.436,100,1
0.437,100,1
0.438,100,1
0.439,100,1
0.44,97,2
0.441,99,2
0.442,95,2
0.443,99,2
0.444,97,2
0.445,95,2
0.446,96,2
0.447,98,2
0.448,99,2
0.449,98,2
0.45,97,3
0.451,98,2
0.452,97,2
0.453,97,2
0.454,94,3
0.455,96,2
0.456,97,2
0.457,97,2
0.458,99,2
0.459,97,2
0.46,99,2
0.461,98,2
0.462,98,2
0.463,97,2
0.464,100,1
0.465,98,2
0.466,97,2
0.467,96,2
0.468,99,2
0.469,97,2
0.47,99,2
0.471,98,2
0.472,99,2
0.473,97,2
0.474,98,2
0.475,98,2
0.476,99,2
0.477,99,2
0.478,99,2
0.479,98,2
0.48,98,2
0.481,98,2
0.482,97,2
0.483,99,2
0.484,98,2
0.485,99,2
0.486,96,2
0.487,98,2
0.488,98,2
0.489,97,2
0.49,99,2
0.491,97,2
0.492,98,2
0.493,98,2
0.494,98,2
0.495,96,2
0.496,98,2
0.497,99,2
0.498,97,2
0.499,99,2
0.5,92,2
0.501,99,2
0.502,99,2
0.503,95,2
0.504,95,2
0.505,95,3
0.506,98,2
0.507,96,2
0.508,99,2
0.509,97,2
0.51,97,2
0.511,98,2
0.512,99,2
0.513,97,2
0.514,100,1
0.515,99,2
0.516,99,2
0.517,96,2
0.518,98,2
0.519,96,2
0.52,97,2
0.521,98,2
0.522,97,2
0.523,97,2
0.524,100,1
0.525,98,2
0.526,100,1
0.527,98,2
0.528,96,2
0.529,99,2
0.53,99,2
0.531,97,2
0.532,98,2
0.533,100,1
0.534,98,2
0.535,98,2
0.536,96,2
0.537,96,3
0.538,98,2
0.539,97,2
0.54,100,1
0.541,98,2
0.542,96,2
0.543,99,2
0.544,94,2
0.545,98,2
0.546,96,2
0.547,94,2
0.548,97,2
0.549,96,3
0.55,99,2
0.551,97,2
0.552,97,2
0.553,99,2
0.554,98,2
0.555,97,2
0.556,99,2
0.557,98,2
0.558,98,2
0.559,95,3
0.56,96,2
0.561,97,2
0.562,98,2
0.563,97,2
0.564,97,2
0.565,94,3
0.566,95,2
0.567,98,2
0.568,98,2
0.569,97,2
0.57,98,2
0.571,97,2
0.572,100,1
0.573,99,2
0.574,97,2
0.575,96,2
0.576,96,2
0.577,98,2
0.578,96,2
0.579,95,3
0.58,96,3
0.581,98,3
0.582,97,2
0.583,95,2
0.584,98,3
0.585,96,2
0.586,96,2
0.587,98,2
0.588,97,3
0.589,94,3
0.59,97,2
0.591,96,3
0.592,98,2
0.593,98,2
0.594,95,3
0.595,94,3
0.596,96,2
0.597,97,3
0.598,96,2
0.599,99,2
0.6,100,1
0.601,98,2
0.602,96,2
0.603,96,2
0.604,98,2
0.605,99,2
0.606,96,2
0.607,95,2
0.608,97,2
0.609,99,2
0.61,98,3
0.611,98,2
0.612,98,2
0.613,98,2
0.614,98,2
0.615,98,2
0.616,94,3
0.617,98,2
0.618,98,2
0.619,99,2
0.62,98,2
0.621,99,2
0.622,98,2
0.623,95,2
0.624,100,1
0.625,97,2
0.626,97,2
0.627,99,2
0.628,97,2
0.629,97,2
0.63,98,2
0.631,99,2
0.632,96,3
0.633,94,3
0.634,95,2
0.635,94,3
0.636,96,2
0.637,95,3
0.638,98,2
0.639,98,3
0.64,98,2
0.641,97,2
0.642,98,2
0.643,93,3
0.644,97,2
0.645,97,2
0.646,97,2
0.647,96,3
0.648,99,2
0.649,99,2
0.65,98,2
0.651,99,2
0.652,97,2
0.653,93,2
0.654,96,2
0.655,97,3
0.656,97,2
0.657,96,2
0.658,96,2
0.659,97,2
0.66,98,2
0.661,99,2
0.662,99,2
0.663,98,2
0.664,98,2
0.665,99,2
0.666,97,2
0.667,98,2
0.668,97,2
0.669,93,3
0.67,98,2
0.671,97,2
0.672,96,2
0.673,97,2
0.674,95,2
0.675,98,2
0.676,95,3
0.677,98,2
0.678,97,2
0.679,93,3
0.68,99,2
0.681,95,2
0.682,96,2
0.683,97,2
0.684,98,2
0.685,98,2
0.686,98,2
0.687,94,2
0.688,96,2
0.689,95,3
0.69,95,2
0.691,99,2
0.692,94,2
0.693,99,2
0.694,100,1
0.695,95,4
0.696,96,2
0.697,93,2
0.698,94,2
0.699,97,2
0.7,98,2
0.701,94,4
0.702,96,2
0.703,96,2
0.704,98,2
0.705,96,2
0.706,97,2
0.707,97,2
0.708,97,2
0.709,96,2
0.71,99,2
0.711,94,2
0.712,98,2
0.713,99,2
0.714,98,2
0.715,96,2
0.716,98,2
0.717,97,2
0.718,96,2
0.719,99,2
0.72,98,2
0.721,96,2
0.722,98,2
0.723,97,2
0.724,100,1
0.725,99,2
0.726,98,2
0.727,98,2
0.728,97,2
0.729,95,2
0.73,98,3
0.731,95,2
0.732,99,2
0.733,92,3
0.734,96,2
0.735,95,3
0.736,97,2
0.737,93,3
0.738,97,2
0.739,98,2
0.74,96,2
0.741,99,2
0.742,97,2
0.743,97,2
0.744,95,2
0.745,99,2
0.746,92,3
0.747,94,3
0.748,97,2
0.749,94,2
0.75,99,2
0.751,96,2
0.752,98,2
0.753,97,2
0.754,96,2
0.755,95,2
0.756,95,3
0.757,97,2
0.758,97,2
0.759,96,2
0.76,97,2
0.761,98,2
0.762,96,2
0.763,97,2
0.764,97,2
0.765,94,3
0.766,97,3
0.767,93,3
0.768,98,2
0.769,98,2
0.77,96,2
0.771,93,3
0.772,94,2
0.773,98,2
0.774,95,2
0.775,92,3
0.776,92,2
0.777,99,2
0.778,94,2
0.779,96,2
0.78,93,2
0.781,95,2
0.782,99,2
0.783,96,3
0.784,93,2
0.785,96,3
0.786,96,2
0.787,92,2
0.788,97,2
0.789,95,2
0.79,94,2
0.791,98,2
0.792,96,2
0.793,95,2
0.794,97,2
0.795,97,2
0.796,97,2
0.797,97,2
0.798,96,2
0.799,96,2
0.8,91,3
0.801,94,2
0.802,97,2
0.803,99,2
0.804,97,2
0.805,95,2
0.806,96,2
0.807,92,2
0.808,99,2
0.809,97,2
0.81,91,3
0.811,95,3
0.812,98,2
0.813,96,2
0.814,100,1
0.815,96,2
0.816,97,2
0.817,93,3
0.818,98,2
0.819,98,3
0.82,94,2
0.821,97,2
0.822,91,3
0.823,92,4
0.824,99,2
0.825,96,2
0.826,98,2
0.827,98,2
0.828,97,2
0.829,94,3
0.83,97,2
0.831,95,2
0.832,98,2
0.833,98,3
0.834,96,2
0.835,94,3
0.836,96,3
0.837,97,2
0.838,96,3
0.839,92,3
0.84,96,2
0.841,97,2
0.842,96,2
0.843,98,2
0.844,96,2
0.845,94,2
0.846,95,2
0.847,95,2
0.848,90,3
0.849,95,2
0.85,94,2
0.851,95,2
0.852,91,2
0.853,92,2
0.854,95,2
0.855,96,2
0.856,97,2
0.857,97,2
0.858,98,3
0.859,97,2
0.86,97,2
0.861,99,2
0.862,97,2
0.863,99,2
0.864,97,2
0.865,92,3
0.866,93,3
0.867,97,2
0.868,94,2
0.869,93,3
0.87,94,3
0.871,95,2
0.872,98,2
0.873,93,3
0.874,95,2
0.875,96,3
0.876,94,2
0.877,97,2
0.878,91,2
0.879,94,2
0.88,99,2
0.881,96,2
0.882,97,2
0.883,95,2
0.884,95,3
0.885,96,2
0.886,95,2
0.887,97,2
0.888,92,3
0.889,92,3
0.89,95,3
0.891,93,3
0.892,98,2
0.893,97,2
0.894,94,2
0.895,98,2
0.896,97,2
0.897,90,4
0.898,98,3
0.899,96,2
0.9,99,2
0.901,96,2
0.902,96,3
0.903,97,3
0.904,93,2
0.905,98,2
0.906,99,2
0.907,97,2
0.908,96,2
0.909,92,3
0.91,95,2
0.911,96,2
0.912,96,2
0.913,94,3
0.914,94,2
0.915,98,2
0.916,95,2
0.917,95,2
0.918,97,2
0.919,94,3
0.92,95,3
0.921,98,2
0.922,95,3
0.923,95,2
0.924,98,2
0.925,93,3
0.926,95,2
0.927,96,3
0.928,97,2
0.929,94,2
0.93,94,2
0.931,94,3
0.932,95,3
0.933,97,3
0.934,98,2
0.935,96,2
0.936,98,2
0.937,93,3
0.938,96,2
0.939,90,2
0.94,97,2
0.941,96,2
0.942,95,2
0.943,97,2
0.944,93,3
0.945,96,2
0.946,96,2
0.947,97,2
0.948,97,2
0.949,95,3
0.95,98,2
0.951,96,2
0.952,99,2
0.953,92,3
0.954,97,2
0.955,97,2
0.956,93,3
0.957,96,2
0.958,95,2
0.959,96,2
0.96,95,2
0.961,97,2
0.962,97,2
0.963,93,2
0.964,94,3
0.965,95,3
0.966,92,2
0.967,97,2
0.968,93,2
0.969,95,2
0.97,93,2
0.971,93,3
0.972,97,2
0.973,97,2
0.974,97,2
0.975,94,2
0.976,94,2
0.977,93,3
0.978,97,2
0.979,98,2
0.98,99,2
0.981,93,2
0.982,95,2
0.983,95,3
0.984,95,3
0.985,99,2
0.986,93,3
0.987,92,2
0.988,97,2
0.989,94,2
0.99,98,3
0.991,98,2
0.992,96,2
0.993,94,3
0.994,96,2
0.995,94,2
0.996,97,2
0.997,97,2
0.998,94,3
0.999,96,2
1,92,4
