Q,CC,MaxCC
0.302,1,10000
0.303,2,9999
0.304,2,9999
0.305,3,9998
0.306,4,9997
0.307,2,9999
0.308,1,10000
0.309,2,9999
0.31,2,9999
0.311,1,10000
0.312,2,9999
0.313,1,10000
0.314,3,9998
0.315,2,9999
0.316,1,10000
0.317,3,9998
0.318,3,9997
0.319,3,9998
0.32,2,9999
0.321,2,9999
0.322,1,10000
0.323,1,10000
0.324,2,9999
0.325,1,10000
0.326,2,9999
0.327,1,10000
0.328,2,9999
0.329,1,10000
0.33,1,10000
0.331,1,10000
0.332,1,10000
0.333,1,10000
0.334,1,10000
0.335,1,10000
0.336,2,9999
0.337,2,9999
0.338,1,10000
0.339,2,9999
0.34,1,10000
0.341,2,9999
0.342,2,9999
0.343,2,9999
0.344,1,10000
0.345,2,9999
0.346,1,10000
0.347,2,9999
0.348,2,9999
0.349,1,10000
0.35,2,9999
0.351,1,10000
0.352,2,9999
0.353,2,9999
0.354,6,9995
0.355,1,10000
0.356,1,10000
0.357,3,9998
0.358,1,10000
0.359,2,9999
0.36,1,10000
0.361,1,10000
0.362,1,10000
0.363,2,9999
0.364,3,9998
0.365,1,10000
0.366,2,9999
0.367,2,9999
0.368,1,10000
0.369,2,9999
0.37,2,9999
0.371,1,10000
0.372,1,10000
0.373,2,9999
0.374,1,10000
0.375,1,10000
0.376,1,10000
0.377,2,9999
0.378,3,9998
0.379,3,9998
0.38,1,10000
0.381,3,9998
0.382,2,9999
0.383,1,10000
0.384,1,10000
0.385,1,10000
0.386,2,9999
0.387,2,9999
0.388,1,10000
0.389,1,10000
0.39,2,9999
0.391,2,9999
0.392,1,10000
0.393,1,10000
0.394,1,10000
0.395,1,10000
0.396,1,10000
0.397,4,9997
0.398,1,10000
0.399,1,10000
0.4,4,9997
0.401,2,9999
0.402,3,9998
0.403,2,9999
0.404,2,9999
0.405,1,10000
0.406,2,9999
0.407,2,9999
0.408,1,10000
0.409,1,10000
0.41,2,9999
0.411,1,10000
0.412,1,10000
0.413,1,10000
0.414,1,10000
0.415,1,10000
0.416,1,10000
0.417,1,10000
0.418,1,10000
0.419,3,9998
0.42,1,10000
0.421,2,9999
0.422,2,9999
0.423,1,10000
0.424,1,10000
0.425,2,9999
0.426,1,10000
0.427,1,10000
0.428,1,10000
0.429,2,9999
0.43,1,10000
0.431,3,9998
0.432,1,10000
0.433,2,9999
0.434,2,9999
0.435,1,10000
0.436,2,9999
0.437,2,9999
0.438,1,10000
0.439,1,10000
0.44,2,9999
0.441,1,10000
0.442,3,9998
0.443,1,10000
0.444,1,10000
0.445,1,10000
0.446,1,10000
0.447,2,9999
0.448,1,10000
0.449,1,10000
0.45,1,10000
0.451,1,10000
0.452,1,10000
0.453,1,10000
0.454,1,10000
0.455,1,10000
0.456,1,10000
0.457,1,10000
0.458,1,10000
0.459,2,9999
0.46,1,10000
0.461,2,9999
0.462,2,9999
0.463,2,9999
0.464,2,9999
0.465,2,9999
0.466,1,10000
0.467,1,10000
0.468,1,10000
0.469,1,10000
0.47,1,10000
0.471,1,10000
0.472,1,10000
0.473,1,10000
0.474,2,9999
0.475,2,9999
0.476,1,10000
0.477,3,9998
0.478,1,10000
0.479,1,10000
0.48,1,10000
0.481,1,10000
0.482,1,10000
0.483,1,10000
0.484,1,10000
0.485,1,10000
0.486,1,10000
0.487,1,10000
0.488,1,10000
0.489,1,10000
0.49,1,10000
0.491,1,10000
0.492,1,10000
0.493,1,10000
0.494,1,10000
0.495,2,9999
0.496,1,10000
0.497,1,10000
0.498,2,9999
0.499,1,10000
0.5,1,10000
0.501,2,9999
0.502,2,9999
0.503,1,10000
0.504,2,9999
0.505,2,9999
0.506,1,10000
0.507,1,10000
0.508,1,10000
0.509,1,10000
0.51,1,10000
0.511,1,10000
0.512,1,10000
0.513,1,10000
0.514,1,10000
0.515,1,10000
0.516,1,10000
0.517,1,10000
0.518,2,9999
0.519,1,10000
0.52,1,10000
0.521,1,10000
0.522,1,10000
0.523,2,9999
0.524,2,9999
0.525,1,10000
0.526,1,10000
0.527,2,9999
0.528,1,10000
0.529,1,10000
0.53,1,10000
0.531,1,10000
0.532,1,10000
0.533,1,10000
0.534,1,10000
0.535,1,10000
0.536,1,10000
0.537,1,10000
0.538,1,10000
0.539,1,10000
0.54,1,10000
0.541,1,10000
0.542,1,10000
0.543,1,10000
0.544,1,10000
0.545,1,10000
0.546,1,10000
0.547,1,10000
0.548,2,9999
0.549,1,10000
0.55,1,10000
0.551,1,10000
0.552,1,10000
0.553,1,10000
0.554,1,10000
0.555,1,10000
0.556,2,9999
0.557,3,9998
0.558,1,10000
0.559,2,9999
0.56,2,9999
0.561,1,10000
0.562,2,9999
0.563,1,10000
0.564,1,10000
0.565,1,10000
0.566,1,10000
0.567,1,10000
0.568,1,10000
0.569,2,9999
0.57,1,10000
0.571,1,10000
0.572,1,10000
0.573,2,9999
0.574,1,10000
0.575,1,10000
0.576,1,10000
0.577,1,10000
0.578,2,9999
0.579,1,10000
0.58,1,10000
0.581,1,10000
0.582,1,10000
0.583,1,10000
0.584,2,9999
0.585,1,10000
0.586,1,10000
0.587,1,10000
0.588,1,10000
0.589,2,9999
0.59,1,10000
0.591,1,10000
0.592,1,10000
0.593,1,10000
0.594,2,9999
0.595,1,10000
0.596,1,10000
0.597,2,9999
0.598,1,10000
0.599,1,10000
0.6,1,10000
0.601,4,9997
0.602,1,10000
0.603,2,9999
0.604,1,10000
0.605,1,10000
0.606,1,10000
0.607,1,10000
0.608,1,10000
0.609,1,10000
0.61,1,10000
0.611,1,10000
0.612,1,10000
0.613,1,10000
0.614,1,10000
0.615,1,10000
0.616,1,10000
0.617,1,10000
0.618,1,10000
0.619,1,10000
0.62,1,10000
0.621,2,9999
0.622,2,9999
0.623,1,10000
0.624,1,10000
0.625,1,10000
0.626,2,9999
0.627,1,10000
0.628,1,10000
0.629,1,10000
0.63,1,10000
0.631,1,10000
0.632,1,10000
0.633,1,10000
0.634,1,10000
0.635,2,9999
0.636,2,9999
0.637,1,10000
0.638,1,10000
0.639,1,10000
0.64,1,10000
0.641,2,9999
0.642,1,10000
0.643,1,10000
0.644,2,9999
0.645,1,10000
0.646,1,10000
0.647,2,9999
0.648,2,9999
0.649,2,9999
0.65,1,10000
0.651,1,10000
0.652,1,10000
0.653,1,10000
0.654,1,10000
0.655,2,9999
0.656,1,10000
0.657,1,10000
0.658,1,10000
0.659,1,10000
0.66,1,10000
0.661,1,10000
0.662,1,10000
0.663,1,10000
0.664,1,10000
0.665,1,10000
0.666,1,10000
0.667,1,10000
0.668,1,10000
0.669,1,10000
0.67,1,10000
0.671,1,10000
0.672,1,10000
0.673,1,10000
0.674,1,10000
0.675,1,10000
0.676,2,9999
0.677,1,10000
0.678,1,10000
0.679,1,10000
0.68,1,10000
0.681,1,10000
0.682,1,10000
0.683,1,10000
0.684,1,10000
0.685,1,10000
0.686,1,10000
0.687,2,9999
0.688,1,10000
0.689,1,10000
0.69,1,10000
0.691,1,10000
0.692,1,10000
0.693,1,10000
0.694,2,9999
0.695,2,9999
0.696,1,10000
0.697,2,9999
0.698,1,10000
0.699,1,10000
0.7,1,10000
0.701,1,10000
0.702,1,10000
0.703,2,9999
0.704,1,10000
0.705,1,10000
0.706,1,10000
0.707,1,10000
0.708,1,10000
0.709,1,10000
0.71,1,10000
0.711,1,10000
0.712,1,10000
0.713,1,10000
0.714,1,10000
0.715,1,10000
0.716,1,10000
0.717,1,10000
0.718,1,10000
0.719,1,10000
0.72,1,10000
0.721,1,10000
0.722,2,9999
0.723,1,10000
0.724,2,9999
0.725,1,10000
0.726,1,10000
0.727,1,10000
0.728,1,10000
0.729,1,10000
0.73,1,10000
0.731,1,10000
0.732,1,10000
0.733,1,10000
0.734,1,10000
0.735,2,9999
0.736,1,10000
0.737,1,10000
0.738,2,9999
0.739,1,10000
0.74,1,10000
0.741,3,9998
0.742,1,10000
0.743,1,10000
0.744,1,10000
0.745,1,10000
0.746,2,9999
0.747,1,10000
0.748,1,10000
0.749,1,10000
0.75,1,10000
0.751,1,10000
0.752,1,10000
0.753,1,10000
0.754,1,10000
0.755,1,10000
0.756,1,10000
0.757,1,10000
0.758,1,10000
0.759,1,10000
0.76,1,10000
0.761,1,10000
0.762,1,10000
0.763,1,10000
0.764,1,10000
0.765,1,10000
0.766,1,10000
0.767,1,10000
0.768,2,9999
0.769,1,10000
0.77,1,10000
0.771,1,10000
0.772,1,10000
0.773,1,10000
0.774,1,10000
0.775,1,10000
0.776,1,10000
0.777,1,10000
0.778,1,10000
0.779,1,10000
0.78,1,10000
0.781,1,10000
0.782,1,10000
0.783,1,10000
0.784,1,10000
0.785,2,9999
0.786,2,9999
0.787,1,10000
0.788,2,9999
0.789,1,10000
0.79,1,10000
0.791,1,10000
0.792,1,10000
0.793,1,10000
0.794,1,10000
0.795,1,10000
0.796,1,10000
0.797,1,10000
0.798,1,10000
0.799,2,9999
0.8,1,10000
0.801,1,10000
0.802,1,10000
0.803,2,9999
0.804,1,10000
0.805,1,10000
0.806,1,10000
0.807,1,10000
0.808,1,10000
0.809,1,10000
0.81,1,10000
0.811,1,10000
0.812,1,10000
0.813,1,10000
0.814,1,10000
0.815,2,9999
0.816,1,10000
0.817,1,10000
0.818,1,10000
0.819,1,10000
0.82,1,10000
0.821,1,10000
0.822,1,10000
0.823,1,10000
0.824,1,10000
0.825,1,10000
0.826,1,10000
0.827,1,10000
0.828,2,9999
0.829,1,10000
0.83,1,10000
0.831,1,10000
0.832,1,10000
0.833,1,10000
0.834,1,10000
0.835,2,9999
0.836,1,10000
0.837,1,10000
0.838,1,10000
0.839,2,9999
0.84,1,10000
0.841,1,10000
0.842,2,9999
0.843,1,10000
0.844,1,10000
0.845,1,10000
0.846,1,10000
0.847,1,10000
0.848,1,10000
0.849,1,10000
0.85,2,9999
0.851,1,10000
0.852,1,10000
0.853,1,10000
0.854,1,10000
0.855,1,10000
0.856,1,10000
0.857,1,10000
0.858,1,10000
0.859,1,10000
0.86,1,10000
0.861,1,10000
0.862,1,10000
0.863,1,10000
0.864,1,10000
0.865,1,10000
0.866,1,10000
0.867,1,10000
0.868,1,10000
0.869,1,10000
0.87,1,10000
0.871,1,10000
0.872,1,10000
0.873,1,10000
0.874,1,10000
0.875,1,10000
0.876,1,10000
0.877,2,9999
0.878,1,10000
0.879,1,10000
0.88,1,10000
0.881,2,9999
0.882,1,10000
0.883,1,10000
0.884,2,9999
0.885,1,10000
0.886,1,10000
0.887,1,10000
0.888,1,10000
0.889,1,10000
0.89,1,10000
0.891,1,10000
0.892,1,10000
0.893,1,10000
0.894,1,10000
0.895,1,10000
0.896,1,10000
0.897,1,10000
0.898,1,10000
0.899,1,10000
0.9,1,10000
0.901,1,10000
0.902,1,10000
0.903,1,10000
0.904,1,10000
0.905,1,10000
0.906,1,10000
0.907,1,10000
0.908,1,10000
0.909,1,10000
0.91,1,10000
0.911,1,10000
0.912,1,10000
0.913,2,9999
0.914,1,10000
0.915,1,10000
0.916,1,10000
0.917,1,10000
0.918,1,10000
0.919,1,10000
0.92,1,10000
0.921,1,10000
0.922,1,10000
0.923,1,10000
0.924,1,10000
0.925,1,10000
0.926,1,10000
0.927,1,10000
0.928,1,10000
0.929,1,10000
0.93,1,10000
0.931,1,10000
0.932,1,10000
0.933,1,10000
0.934,2,9999
0.935,1,10000
0.936,1,10000
0.937,1,10000
0.938,1,10000
0.939,1,10000
0.94,1,10000
0.941,1,10000
0.942,1,10000
0.943,1,10000
0.944,1,10000
0.945,1,10000
0.946,1,10000
0.947,1,10000
0.948,1,10000
0.949,1,10000
0.95,2,9999
0.951,1,10000
0.952,1,10000
0.953,1,10000
0.954,1,10000
0.955,1,10000
0.956,1,10000
0.957,1,10000
0.958,1,10000
0.959,2,9999
0.96,1,10000
0.961,1,10000
0.962,1,10000
0.963,1,10000
0.964,1,10000
0.965,1,10000
0.966,1,10000
0.967,1,10000
0.968,1,10000
0.969,1,10000
0.97,1,10000
0.971,1,10000
0.972,1,10000
0.973,1,10000
0.974,2,9999
0.975,1,10000
0.976,1,10000
0.977,1,10000
0.978,1,10000
0.979,2,9999
0.98,1,10000
0.981,1,10000
0.982,1,10000
0.983,1,10000
0.984,2,9999
0.985,1,10000
0.986,1,10000
0.987,2,9999
0.988,1,10000
0.989,1,10000
0.99,1,10000
0.991,1,10000
0.992,1,10000
0.993,1,10000
0.994,1,10000
0.995,1,10000
0.996,1,10000
0.997,1,10000
0.998,1,10000
0.999,1,10000
1,1,10000
