Q,CC,MaxCC
0.178,199,16
0.179,198,20
0.18,210,18
0.181,217,31
0.182,173,22
0.183,214,21
0.184,198,32
0.185,196,32
0.186,222,40
0.187,202,19
0.188,199,27
0.189,196,52
0.19,195,18
0.191,201,43
0.192,186,20
0.193,178,24
0.194,202,19
0.195,181,50
0.196,202,25
0.197,177,26
0.198,180,48
0.199,183,76
0.2,201,19
0.201,172,40
0.202,196,40
0.203,187,32
0.204,183,22
0.205,195,32
0.206,165,28
0.207,205,12
0.208,185,22
0.209,202,20
0.21,175,41
0.211,192,21
0.212,190,23
0.213,158,65
0.214,179,37
0.215,174,38
0.216,169,88
0.217,168,33
0.218,153,27
0.219,160,45
0.22,175,49
0.221,152,51
0.222,165,34
0.223,165,61
0.224,135,45
0.225,181,31
0.226,147,56
0.227,143,45
0.228,158,28
0.229,174,21
0.23,168,30
0.231,152,45
0.232,168,52
0.233,166,29
0.234,134,72
0.235,156,51
0.236,139,28
0.237,159,67
0.238,140,50
0.239,139,37
0.24,126,67
0.241,150,22
0.242,149,52
0.243,135,66
0.244,141,48
0.245,157,30
0.246,164,46
0.247,163,29
0.248,167,29
0.249,135,75
0.25,128,93
0.251,122,77
0.252,136,50
0.253,134,41
0.254,149,47
0.255,153,35
0.256,140,64
0.257,129,114
0.258,129,34
0.259,116,53
0.26,139,41
0.261,129,42
0.262,130,87
0.263,141,42
0.264,127,59
0.265,128,55
0.266,114,61
0.267,125,69
0.268,129,52
0.269,125,130
0.27,130,48
0.271,118,48
0.272,151,43
0.273,135,36
0.274,116,67
0.275,131,33
0.276,143,80
0.277,131,38
0.278,138,42
0.279,128,30
0.28,115,72
0.281,113,43
0.282,134,64
0.283,100,65
0.284,126,51
0.285,109,102
0.286,93,85
0.287,134,54
0.288,113,52
0.289,124,93
0.29,119,120
0.291,109,107
0.292,124,47
0.293,98,104
0.294,129,64
0.295,128,41
0.296,92,158
0.297,105,52
0.298,115,90
0.299,109,87
0.3,109,76
0.301,107,64
0.302,120,70
0.303,95,101
0.304,114,154
0.305,113,77
0.306,100,115
0.307,114,85
0.308,88,94
0.309,100,119
0.31,110,95
0.311,87,94
0.312,126,119
0.313,104,222
0.314,95,73
0.315,100,60
0.316,117,57
0.317,112,77
0.318,85,77
0.319,116,45
0.32,88,149
0.321,98,45
0.322,92,147
0.323,83,141
0.324,106,82
0.325,90,176
0.326,97,157
0.327,90,145
0.328,97,77
0.329,83,147
0.33,83,107
0.331,89,88
0.332,78,270
0.333,83,221
0.334,94,158
0.335,94,71
0.336,91,109
0.337,87,115
0.338,98,51
0.339,100,113
0.34,92,90
0.341,92,75
0.342,86,237
0.343,80,119
0.344,100,73
0.345,92,91
0.346,81,105
0.347,70,99
0.348,77,245
0.349,76,135
0.35,89,92
0.351,83,137
0.352,83,113
0.353,91,59
0.354,68,237
0.355,79,76
0.356,83,118
0.357,83,81
0.358,86,222
0.359,89,126
0.36,56,91
0.361,89,83
0.362,78,133
0.363,94,130
0.364,93,97
0.365,70,92
0.366,65,171
0.367,80,71
0.368,71,140
0.369,60,138
0.37,71,127
0.371,59,235
0.372,88,207
0.373,85,126
0.374,72,129
0.375,67,98
0.376,71,124
0.377,79,149
0.378,79,121
0.379,85,84
0.38,81,114
0.381,59,303
0.382,67,142
0.383,63,148
0.384,61,128
0.385,78,192
0.386,78,171
0.387,69,236
0.388,63,112
0.389,66,116
0.39,67,153
0.391,58,140
0.392,61,167
0.393,56,236
0.394,62,106
0.395,69,192
0.396,73,252
0.397,74,206
0.398,46,332
0.399,70,95
0.4,77,137
0.401,59,225
0.402,43,278
0.403,61,177
0.404,62,106
0.405,69,157
0.406,53,167
0.407,59,149
0.408,61,160
0.409,64,155
0.41,47,261
0.411,50,245
0.412,63,148
0.413,69,156
0.414,48,327
0.415,61,111
0.416,55,288
0.417,51,118
0.418,46,287
0.419,66,182
0.42,67,293
0.421,56,282
0.422,62,233
0.423,50,259
0.424,66,235
0.425,53,231
0.426,60,280
0.427,54,215
0.428,60,200
0.429,49,296
0.43,50,166
0.431,49,129
0.432,36,271
0.433,62,171
0.434,37,331
0.435,59,125
0.436,42,316
0.437,43,331
0.438,52,222
0.439,36,220
0.44,59,283
0.441,53,196
0.442,45,211
0.443,52,309
0.444,40,151
0.445,46,275
0.446,55,253
0.447,59,267
0.448,59,310
0.449,46,291
0.45,56,116
0.451,38,349
0.452,50,332
0.453,62,245
0.454,49,210
0.455,31,307
0.456,59,195
0.457,56,141
0.458,44,203
0.459,56,207
0.46,48,208
0.461,38,312
0.462,44,300
0.463,41,260
0.464,49,165
0.465,35,200
0.466,44,289
0.467,44,300
0.468,51,198
0.469,42,340
0.47,37,337
0.471,43,137
0.472,40,319
0.473,43,157
0.474,42,255
0.475,37,293
0.476,52,198
0.477,64,200
0.478,48,226
0.479,49,233
0.48,39,183
0.481,42,320
0.482,36,186
0.483,52,236
0.484,44,331
0.485,40,175
0.486,44,330
0.487,39,345
0.488,45,320
0.489,43,268
0.49,46,306
0.491,35,339
0.492,38,280
0.493,38,295
0.494,44,323
0.495,40,355
0.496,34,312
0.497,40,221
0.498,48,274
0.499,33,349
0.5,40,351
0.501,51,197
0.502,33,351
0.503,36,256
0.504,39,264
0.505,27,354
0.506,38,346
0.507,39,305
0.508,32,303
0.509,38,246
0.51,38,327
0.511,34,354
0.512,30,365
0.513,55,235
0.514,40,304
0.515,25,360
0.516,31,306
0.517,33,214
0.518,39,305
0.519,36,328
0.52,35,329
0.521,30,301
0.522,34,304
0.523,22,369
0.524,23,340
0.525,28,332
0.526,30,251
0.527,34,339
0.528,41,302
0.529,21,367
0.53,29,213
0.531,52,314
0.532,37,334
0.533,32,297
0.534,36,320
0.535,35,351
0.536,29,364
0.537,29,298
0.538,28,315
0.539,27,367
0.54,39,307
0.541,30,340
0.542,32,358
0.543,26,354
0.544,26,326
0.545,25,363
0.546,16,245
0.547,35,328
0.548,32,338
0.549,28,321
0.55,30,347
0.551,35,226
0.552,27,333
0.553,21,345
0.554,43,305
0.555,20,372
0.556,17,359
0.557,23,369
0.558,24,331
0.559,16,377
0.56,27,351
0.561,17,381
0.562,29,345
0.563,41,326
0.564,28,363
0.565,30,308
0.566,33,323
0.567,23,350
0.568,20,346
0.569,31,310
0.57,25,294
0.571,25,123
0.572,21,364
0.573,32,335
0.574,23,365
0.575,38,217
0.576,16,384
0.577,31,354
0.578,33,346
0.579,25,367
0.58,29,308
0.581,20,380
0.582,24,309
0.583,29,270
0.584,18,373
0.585,15,348
0.586,24,370
0.587,20,376
0.588,17,379
0.589,30,334
0.59,20,348
0.591,38,341
0.592,27,344
0.593,28,367
0.594,28,366
0.595,21,313
0.596,26,371
0.597,32,296
0.598,24,371
0.599,22,312
0.6,24,347
0.601,20,341
0.602,21,339
0.603,31,334
0.604,26,359
0.605,21,331
0.606,20,358
0.607,20,373
0.608,25,359
0.609,21,357
0.61,21,377
0.611,18,370
0.612,24,339
0.613,33,323
0.614,16,374
0.615,28,367
0.616,25,361
0.617,22,352
0.618,27,370
0.619,24,336
0.62,20,348
0.621,27,321
0.622,20,372
0.623,26,293
0.624,17,338
0.625,24,353
0.626,28,344
0.627,19,325
0.628,20,371
0.629,23,376
0.63,14,382
0.631,31,345
0.632,10,374
0.633,26,349
0.634,17,379
0.635,14,386
0.636,14,385
0.637,22,370
0.638,17,380
0.639,12,384
0.64,15,346
0.641,19,377
0.642,19,351
0.643,26,351
0.644,12,385
0.645,16,369
0.646,24,307
0.647,16,370
0.648,23,283
0.649,15,379
0.65,17,358
0.651,20,370
0.652,15,378
0.653,16,375
0.654,17,381
0.655,14,383
0.656,18,371
0.657,11,369
0.658,20,373
0.659,19,373
0.66,21,373
0.661,23,370
0.662,18,377
0.663,21,338
0.664,19,325
0.665,24,307
0.666,18,332
0.667,15,382
0.668,11,388
0.669,16,273
0.67,18,376
0.671,15,382
0.672,20,378
0.673,15,372
0.674,14,380
0.675,13,363
0.676,14,372
0.677,14,383
0.678,18,367
0.679,15,359
0.68,16,385
0.681,25,361
0.682,23,374
0.683,15,357
0.684,11,342
0.685,18,359
0.686,20,372
0.687,16,350
0.688,13,351
0.689,19,363
0.69,18,375
0.691,29,329
0.692,12,365
0.693,9,392
0.694,28,339
0.695,17,376
0.696,11,390
0.697,17,379
0.698,11,380
0.699,16,375
0.7,15,384
0.701,22,369
0.702,10,388
0.703,20,355
0.704,13,381
0.705,13,387
0.706,12,388
0.707,15,386
0.708,17,372
0.709,13,379
0.71,9,383
0.711,15,383
0.712,16,336
0.713,9,385
0.714,13,274
0.715,12,372
0.716,10,386
0.717,11,379
0.718,10,391
0.719,11,381
0.72,13,211
0.721,19,358
0.722,14,289
0.723,17,372
0.724,13,376
0.725,14,383
0.726,22,363
0.727,8,391
0.728,18,369
0.729,10,386
0.73,20,350
0.731,12,389
0.732,13,355
0.733,14,377
0.734,16,343
0.735,6,395
0.736,9,389
0.737,16,368
0.738,15,377
0.739,15,378
0.74,14,376
0.741,11,389
0.742,9,389
0.743,13,382
0.744,18,341
0.745,15,360
0.746,15,383
0.747,9,369
0.748,12,220
0.749,9,374
0.75,11,388
0.751,9,388
0.752,10,391
0.753,14,386
0.754,14,361
0.755,12,384
0.756,16,381
0.757,14,379
0.758,8,391
0.759,10,391
0.76,12,383
0.761,12,381
0.762,10,333
0.763,9,391
0.764,16,377
0.765,9,387
0.766,11,390
0.767,8,375
0.768,8,387
0.769,10,388
0.77,11,389
0.771,14,383
0.772,6,390
0.773,14,387
0.774,10,387
0.775,15,373
0.776,6,391
0.777,8,391
0.778,8,393
0.779,14,385
0.78,9,324
0.781,5,393
0.782,12,362
0.783,11,353
0.784,10,391
0.785,9,388
0.786,9,381
0.787,10,386
0.788,16,374
0.789,10,390
0.79,16,368
0.791,13,384
0.792,11,363
0.793,9,385
0.794,10,374
0.795,4,394
0.796,13,342
0.797,12,389
0.798,13,387
0.799,7,392
0.8,16,368
0.801,4,397
0.802,5,394
0.803,10,390
0.804,10,388
0.805,15,382
0.806,14,381
0.807,8,386
0.808,14,377
0.809,8,384
0.81,12,386
0.811,5,395
0.812,7,392
0.813,9,387
0.814,7,388
0.815,9,374
0.816,8,391
0.817,15,381
0.818,11,379
0.819,6,393
0.82,12,325
0.821,11,389
0.822,15,376
0.823,5,396
0.824,12,342
0.825,8,389
0.826,10,387
0.827,4,397
0.828,13,384
0.829,11,383
0.83,5,396
0.831,5,390
0.832,4,397
0.833,8,393
0.834,8,387
0.835,12,388
0.836,7,390
0.837,8,391
0.838,7,393
0.839,8,391
0.84,6,393
0.841,8,384
0.842,5,395
0.843,10,390
0.844,12,363
0.845,10,386
0.846,13,386
0.847,8,392
0.848,10,385
0.849,11,361
0.85,4,397
0.851,3,392
0.852,9,392
0.853,8,390
0.854,10,380
0.855,10,387
0.856,9,359
0.857,9,392
0.858,5,394
0.859,8,381
0.86,6,389
0.861,6,395
0.862,12,388
0.863,10,374
0.864,9,384
0.865,11,386
0.866,6,394
0.867,10,374
0.868,11,200
0.869,8,354
0.87,7,392
0.871,11,387
0.872,6,377
0.873,7,389
0.874,4,396
0.875,8,391
0.876,9,390
0.877,8,393
0.878,13,388
0.879,9,390
0.88,10,386
0.881,6,390
0.882,7,344
0.883,12,387
0.884,7,394
0.885,4,397
0.886,15,371
0.887,7,394
0.888,9,392
0.889,8,392
0.89,6,389
0.891,4,397
0.892,6,382
0.893,7,383
0.894,9,358
0.895,3,384
0.896,7,390
0.897,11,374
0.898,3,398
0.899,7,393
0.9,7,389
0.901,6,389
0.902,9,392
0.903,7,349
0.904,5,379
0.905,6,392
0.906,5,389
0.907,6,381
0.908,8,377
0.909,9,391
0.91,4,397
0.911,5,392
0.912,6,388
0.913,7,365
0.914,10,376
0.915,11,381
0.916,7,394
0.917,9,390
0.918,5,396
0.919,3,398
0.92,6,393
0.921,6,390
0.922,5,393
0.923,12,388
0.924,3,398
0.925,6,366
0.926,11,385
0.927,8,386
0.928,4,397
0.929,11,386
0.93,6,389
0.931,9,377
0.932,6,394
0.933,5,395
0.934,7,392
0.935,14,263
0.936,7,388
0.937,5,393
0.938,6,395
0.939,7,393
0.94,8,391
0.941,9,385
0.942,6,390
0.943,7,388
0.944,4,396
0.945,7,394
0.946,7,394
0.947,8,393
0.948,7,389
0.949,12,376
0.95,8,390
0.951,11,389
0.952,3,397
0.953,3,398
0.954,6,388
0.955,11,384
0.956,5,395
0.957,5,396
0.958,7,380
0.959,5,394
0.96,5,396
0.961,9,390
0.962,6,395
0.963,3,398
0.964,6,395
0.965,9,389
0.966,9,384
0.967,6,393
0.968,11,382
0.969,4,397
0.97,9,392
0.971,6,389
0.972,3,395
0.973,8,389
0.974,6,395
0.975,10,380
0.976,7,394
0.977,4,396
0.978,8,392
0.979,3,385
0.98,5,395
0.981,8,390
0.982,7,388
0.983,5,394
0.984,5,392
0.985,3,398
0.986,4,397
0.987,3,395
0.988,3,398
0.989,3,398
0.99,4,397
0.991,5,391
0.992,4,396
0.993,2,399
0.994,4,396
0.995,6,388
0.996,5,396
0.997,7,394
0.998,3,398
0.999,7,393
1,5,396
