Q,CC,MaxCC
0.212,9,2491
0.213,5,2496
0.214,15,2486
0.215,8,2493
0.216,12,2489
0.217,5,2496
0.218,10,2491
0.219,13,2488
0.22,9,2492
0.221,9,2492
0.222,9,2492
0.223,14,2487
0.224,15,2484
0.225,7,2494
0.226,11,2490
0.227,12,2489
0.228,4,2497
0.229,7,2493
0.23,9,2492
0.231,7,2494
0.232,14,2487
0.233,7,2494
0.234,7,2494
0.235,15,2486
0.236,12,2489
0.237,12,2489
0.238,6,2495
0.239,5,2496
0.24,8,2493
0.241,11,2490
0.242,11,2490
0.243,8,2493
0.244,10,2491
0.245,6,2495
0.246,10,2491
0.247,7,2494
0.248,12,2489
0.249,6,2494
0.25,7,2494
0.251,10,2491
0.252,9,2492
0.253,4,2497
0.254,7,2493
0.255,10,2491
0.256,7,2494
0.257,4,2497
0.258,9,2492
0.259,8,2493
0.26,10,2491
0.261,8,2491
0.262,9,2492
0.263,1,2500
0.264,4,2497
0.265,4,2497
0.266,5,2496
0.267,12,2488
0.268,7,2494
0.269,5,2496
0.27,7,2494
0.271,8,2492
0.272,9,2492
0.273,10,2491
0.274,5,2496
0.275,10,2491
0.276,7,2494
0.277,7,2494
0.278,6,2495
0.279,5,2496
0.28,4,2497
0.281,7,2493
0.282,4,2497
0.283,9,2492
0.284,4,2497
0.285,7,2494
0.286,3,2498
0.287,7,2494
0.288,10,2491
0.289,3,2498
0.29,6,2495
0.291,5,2496
0.292,5,2496
0.293,4,2497
0.294,6,2495
0.295,10,2490
0.296,3,2498
0.297,5,2496
0.298,5,2496
0.299,7,2494
0.3,3,2498
0.301,4,2497
0.302,5,2496
0.303,5,2495
0.304,1,2500
0.305,4,2496
0.306,8,2492
0.307,4,2497
0.308,7,2494
0.309,3,2498
0.31,2,2499
0.311,7,2493
0.312,4,2497
0.313,4,2497
0.314,4,2497
0.315,5,2496
0.316,2,2499
0.317,6,2495
0.318,3,2498
0.319,7,2494
0.32,8,2493
0.321,4,2497
0.322,5,2496
0.323,7,2493
0.324,1,2500
0.325,2,2499
0.326,9,2492
0.327,6,2495
0.328,6,2495
0.329,6,2495
0.33,2,2499
0.331,2,2499
0.332,5,2496
0.333,3,2498
0.334,5,2496
0.335,5,2496
0.336,4,2497
0.337,5,2496
0.338,3,2498
0.339,4,2497
0.34,3,2498
0.341,4,2497
0.342,7,2494
0.343,3,2498
0.344,1,2500
0.345,2,2499
0.346,1,2500
0.347,4,2497
0.348,1,2500
0.349,1,2500
0.35,8,2491
0.351,5,2496
0.352,5,2496
0.353,4,2497
0.354,3,2498
0.355,5,2495
0.356,4,2497
0.357,2,2499
0.358,1,2500
0.359,5,2496
0.36,3,2498
0.361,3,2498
0.362,8,2493
0.363,6,2495
0.364,2,2499
0.365,2,2499
0.366,2,2499
0.367,4,2497
0.368,2,2499
0.369,3,2498
0.37,3,2498
0.371,4,2496
0.372,6,2495
0.373,6,2495
0.374,2,2499
0.375,5,2496
0.376,3,2498
0.377,5,2496
0.378,3,2498
0.379,7,2494
0.38,3,2498
0.381,3,2498
0.382,3,2498
0.383,4,2497
0.384,1,2500
0.385,1,2500
0.386,4,2497
0.387,2,2499
0.388,3,2497
0.389,3,2498
0.39,2,2499
0.391,5,2495
0.392,3,2498
0.393,3,2498
0.394,3,2498
0.395,5,2496
0.396,3,2498
0.397,4,2497
0.398,3,2498
0.399,2,2499
0.4,7,2494
0.401,6,2495
0.402,3,2498
0.403,8,2493
0.404,4,2497
0.405,4,2497
0.406,4,2497
0.407,7,2494
0.408,4,2497
0.409,4,2497
0.41,3,2498
0.411,3,2498
0.412,3,2498
0.413,4,2497
0.414,3,2498
0.415,2,2499
0.416,3,2498
0.417,4,2497
0.418,2,2499
0.419,2,2499
0.42,3,2498
0.421,2,2499
0.422,1,2500
0.423,3,2498
0.424,2,2499
0.425,2,2499
0.426,1,2500
0.427,4,2497
0.428,6,2495
0.429,4,2496
0.43,2,2499
0.431,5,2495
0.432,2,2499
0.433,2,2499
0.434,3,2498
0.435,1,2500
0.436,1,2500
0.437,2,2499
0.438,2,2499
0.439,2,2499
0.44,2,2499
0.441,5,2496
0.442,4,2497
0.443,2,2499
0.444,2,2499
0.445,1,2500
0.446,3,2498
0.447,3,2498
0.448,1,2500
0.449,3,2498
0.45,4,2497
0.451,4,2497
0.452,3,2498
0.453,2,2499
0.454,1,2500
0.455,3,2497
0.456,3,2498
0.457,1,2500
0.458,2,2499
0.459,3,2498
0.46,4,2497
0.461,1,2500
0.462,2,2499
0.463,3,2498
0.464,1,2500
0.465,3,2498
0.466,3,2498
0.467,4,2497
0.468,4,2497
0.469,2,2499
0.47,2,2499
0.471,3,2498
0.472,1,2500
0.473,4,2496
0.474,2,2499
0.475,2,2499
0.476,3,2498
0.477,2,2499
0.478,2,2499
0.479,3,2498
0.48,2,2499
0.481,1,2500
0.482,4,2497
0.483,2,2499
0.484,2,2499
0.485,7,2494
0.486,3,2498
0.487,3,2498
0.488,2,2499
0.489,3,2498
0.49,8,2493
0.491,1,2500
0.492,3,2498
0.493,3,2498
0.494,2,2499
0.495,4,2497
0.496,3,2498
0.497,4,2497
0.498,1,2500
0.499,3,2498
0.5,4,2497
0.501,4,2497
0.502,4,2497
0.503,3,2498
0.504,2,2499
0.505,2,2499
0.506,1,2500
0.507,2,2498
0.508,2,2499
0.509,1,2500
0.51,3,2498
0.511,4,2497
0.512,2,2499
0.513,3,2498
0.514,1,2500
0.515,3,2498
0.516,1,2500
0.517,2,2499
0.518,1,2500
0.519,3,2498
0.52,3,2498
0.521,4,2497
0.522,3,2498
0.523,3,2498
0.524,1,2500
0.525,3,2498
0.526,1,2500
0.527,1,2500
0.528,2,2499
0.529,1,2500
0.53,3,2498
0.531,4,2497
0.532,2,2499
0.533,5,2496
0.534,2,2499
0.535,3,2498
0.536,1,2500
0.537,7,2494
0.538,1,2500
0.539,1,2500
0.54,3,2498
0.541,3,2498
0.542,2,2499
0.543,3,2498
0.544,2,2499
0.545,2,2499
0.546,2,2499
0.547,3,2498
0.548,1,2500
0.549,1,2500
0.55,3,2498
0.551,1,2500
0.552,2,2499
0.553,2,2499
0.554,2,2499
0.555,1,2500
0.556,1,2500
0.557,2,2499
0.558,1,2500
0.559,2,2499
0.56,1,2500
0.561,1,2500
0.562,2,2499
0.563,1,2500
0.564,5,2496
0.565,3,2497
0.566,1,2500
0.567,1,2500
0.568,1,2500
0.569,2,2499
0.57,2,2499
0.571,3,2498
0.572,1,2500
0.573,3,2497
0.574,2,2499
0.575,1,2500
0.576,2,2499
0.577,3,2498
0.578,1,2500
0.579,2,2499
0.58,4,2497
0.581,2,2499
0.582,3,2498
0.583,3,2498
0.584,3,2498
0.585,1,2500
0.586,2,2499
0.587,1,2500
0.588,2,2499
0.589,1,2500
0.59,1,2500
0.591,4,2497
0.592,1,2500
0.593,2,2499
0.594,3,2498
0.595,3,2498
0.596,2,2499
0.597,3,2498
0.598,1,2500
0.599,1,2500
0.6,3,2498
0.601,1,2500
0.602,3,2498
0.603,2,2499
0.604,2,2499
0.605,2,2499
0.606,1,2500
0.607,1,2500
0.608,4,2497
0.609,3,2498
0.61,3,2498
0.611,1,2500
0.612,1,2500
0.613,1,2500
0.614,3,2497
0.615,2,2499
0.616,2,2499
0.617,1,2500
0.618,2,2499
0.619,2,2499
0.62,1,2500
0.621,3,2498
0.622,2,2499
0.623,2,2498
0.624,4,2497
0.625,1,2500
0.626,3,2498
0.627,1,2500
0.628,4,2497
0.629,2,2499
0.63,3,2498
0.631,4,2497
0.632,3,2498
0.633,1,2500
0.634,1,2500
0.635,1,2500
0.636,2,2499
0.637,3,2498
0.638,4,2497
0.639,2,2499
0.64,2,2499
0.641,3,2498
0.642,3,2498
0.643,2,2499
0.644,2,2499
0.645,2,2499
0.646,2,2499
0.647,2,2499
0.648,2,2499
0.649,1,2500
0.65,2,2499
0.651,1,2500
0.652,2,2499
0.653,2,2499
0.654,4,2497
0.655,1,2500
0.656,4,2497
0.657,3,2498
0.658,2,2499
0.659,1,2500
0.66,2,2499
0.661,1,2500
0.662,3,2498
0.663,2,2499
0.664,1,2500
0.665,1,2500
0.666,1,2500
0.667,1,2500
0.668,1,2500
0.669,2,2499
0.67,2,2499
0.671,1,2500
0.672,1,2500
0.673,1,2500
0.674,2,2499
0.675,1,2500
0.676,2,2499
0.677,3,2498
0.678,2,2499
0.679,2,2499
0.68,1,2500
0.681,1,2500
0.682,2,2499
0.683,1,2500
0.684,2,2499
0.685,2,2499
0.686,1,2500
0.687,2,2499
0.688,1,2500
0.689,1,2500
0.69,2,2499
0.691,1,2500
0.692,2,2499
0.693,1,2500
0.694,1,2500
0.695,1,2500
0.696,3,2498
0.697,1,2500
0.698,1,2500
0.699,2,2499
0.7,2,2499
0.701,1,2500
0.702,1,2500
0.703,1,2500
0.704,1,2500
0.705,2,2499
0.706,1,2500
0.707,1,2500
0.708,1,2500
0.709,1,2500
0.71,1,2500
0.711,2,2499
0.712,1,2500
0.713,1,2500
0.714,1,2500
0.715,1,2500
0.716,3,2498
0.717,3,2498
0.718,3,2498
0.719,2,2499
0.72,3,2498
0.721,1,2500
0.722,2,2499
0.723,3,2498
0.724,1,2500
0.725,3,2498
0.726,1,2500
0.727,3,2498
0.728,2,2499
0.729,2,2499
0.73,2,2499
0.731,1,2500
0.732,1,2500
0.733,1,2500
0.734,1,2500
0.735,2,2499
0.736,2,2499
0.737,1,2500
0.738,2,2499
0.739,1,2500
0.74,1,2500
0.741,1,2500
0.742,3,2498
0.743,1,2500
0.744,2,2499
0.745,2,2499
0.746,3,2498
0.747,1,2500
0.748,2,2499
0.749,3,2497
0.75,1,2500
0.751,2,2499
0.752,2,2499
0.753,2,2499
0.754,2,2499
0.755,2,2499
0.756,4,2497
0.757,1,2500
0.758,1,2500
0.759,4,2497
0.76,2,2499
0.761,3,2498
0.762,1,2500
0.763,1,2500
0.764,2,2499
0.765,1,2500
0.766,2,2498
0.767,1,2500
0.768,1,2500
0.769,3,2498
0.77,1,2500
0.771,2,2499
0.772,2,2499
0.773,1,2500
0.774,1,2500
0.775,1,2500
0.776,1,2500
0.777,1,2500
0.778,2,2499
0.779,1,2500
0.78,2,2499
0.781,1,2500
0.782,1,2500
0.783,1,2500
0.784,2,2499
0.785,1,2500
0.786,2,2499
0.787,2,2499
0.788,2,2499
0.789,1,2500
0.79,1,2500
0.791,1,2500
0.792,2,2499
0.793,2,2499
0.794,1,2500
0.795,1,2500
0.796,2,2499
0.797,1,2500
0.798,1,2500
0.799,3,2498
0.8,2,2499
0.801,1,2500
0.802,1,2500
0.803,1,2500
0.804,1,2500
0.805,1,2500
0.806,1,2500
0.807,3,2498
0.808,1,2500
0.809,1,2500
0.81,1,2500
0.811,1,2500
0.812,2,2499
0.813,1,2500
0.814,2,2499
0.815,1,2500
0.816,1,2500
0.817,3,2498
0.818,1,2500
0.819,1,2500
0.82,1,2500
0.821,1,2500
0.822,1,2500
0.823,1,2500
0.824,1,2500
0.825,1,2500
0.826,2,2499
0.827,1,2500
0.828,1,2500
0.829,3,2496
0.83,1,2500
0.831,2,2499
0.832,2,2499
0.833,1,2500
0.834,1,2500
0.835,3,2498
0.836,2,2498
0.837,1,2500
0.838,1,2500
0.839,1,2500
0.84,1,2500
0.841,1,2500
0.842,1,2500
0.843,2,2499
0.844,3,2498
0.845,1,2500
0.846,1,2500
0.847,1,2500
0.848,1,2500
0.849,1,2500
0.85,1,2500
0.851,1,2500
0.852,3,2498
0.853,1,2500
0.854,1,2500
0.855,1,2500
0.856,2,2498
0.857,2,2499
0.858,1,2500
0.859,2,2499
0.86,1,2500
0.861,2,2499
0.862,2,2499
0.863,1,2500
0.864,1,2500
0.865,1,2500
0.866,1,2500
0.867,1,2500
0.868,1,2500
0.869,1,2500
0.87,1,2500
0.871,1,2500
0.872,3,2498
0.873,1,2500
0.874,1,2500
0.875,1,2500
0.876,3,2498
0.877,2,2499
0.878,2,2499
0.879,2,2499
0.88,1,2500
0.881,2,2499
0.882,1,2500
0.883,1,2500
0.884,2,2499
0.885,2,2499
0.886,1,2500
0.887,1,2500
0.888,2,2499
0.889,1,2500
0.89,1,2500
0.891,1,2500
0.892,2,2499
0.893,1,2500
0.894,1,2500
0.895,1,2500
0.896,1,2500
0.897,2,2499
0.898,1,2500
0.899,1,2500
0.9,1,2500
0.901,1,2500
0.902,1,2500
0.903,2,2499
0.904,1,2500
0.905,1,2500
0.906,1,2500
0.907,1,2500
0.908,1,2500
0.909,2,2499
0.91,2,2499
0.911,4,2497
0.912,1,2500
0.913,1,2500
0.914,3,2498
0.915,1,2500
0.916,1,2500
0.917,1,2500
0.918,1,2500
0.919,1,2500
0.92,2,2499
0.921,2,2499
0.922,1,2500
0.923,1,2500
0.924,2,2499
0.925,1,2500
0.926,1,2500
0.927,1,2500
0.928,2,2499
0.929,1,2500
0.93,1,2500
0.931,2,2499
0.932,2,2499
0.933,2,2499
0.934,1,2500
0.935,1,2500
0.936,1,2500
0.937,1,2500
0.938,2,2499
0.939,1,2500
0.94,2,2499
0.941,1,2500
0.942,1,2500
0.943,1,2500
0.944,1,2500
0.945,1,2500
0.946,1,2500
0.947,1,2500
0.948,1,2500
0.949,1,2500
0.95,3,2498
0.951,2,2499
0.952,1,2500
0.953,1,2500
0.954,1,2500
0.955,1,2500
0.956,1,2500
0.957,1,2500
0.958,1,2500
0.959,1,2500
0.96,2,2499
0.961,1,2500
0.962,2,2499
0.963,1,2500
0.964,1,2500
0.965,1,2500
0.966,2,2499
0.967,1,2500
0.968,2,2499
0.969,1,2500
0.97,2,2499
0.971,1,2500
0.972,1,2500
0.973,1,2500
0.974,1,2500
0.975,2,2499
0.976,1,2500
0.977,1,2500
0.978,1,2500
0.979,1,2500
0.98,2,2499
0.981,1,2500
0.982,1,2500
0.983,1,2500
0.984,1,2500
0.985,1,2500
0.986,1,2500
0.987,1,2500
0.988,1,2500
0.989,1,2500
0.99,1,2500
0.991,1,2500
0.992,3,2498
0.993,1,2500
0.994,1,2500
0.995,1,2500
0.996,1,2500
0.997,1,2500
0.998,3,2497
0.999,1,2500
1,1,2500
