Q,CC,MaxCC
0.58,1017,43
0.581,1033,37
0.582,1034,32
0.583,1010,27
0.584,1011,37
0.585,1009,45
0.586,1052,43
0.587,1035,52
0.588,990,38
0.589,971,35
0.59,999,26
0.591,941,51
0.592,995,33
0.593,990,44
0.594,948,40
0.595,988,39
0.596,1007,42
0.597,993,29
0.598,973,33
0.599,977,28
0.6,992,38
0.601,981,32
0.602,993,23
0.603,987,27
0.604,976,40
0.605,981,29
0.606,994,32
0.607,991,43
0.608,1039,53
0.609,982,23
0.61,1018,38
0.611,997,25
0.612,953,33
0.613,995,32
0.614,963,36
0.615,945,29
0.616,951,55
0.617,932,40
0.618,971,48
0.619,932,59
0.62,943,26
0.621,922,38
0.622,955,35
0.623,938,46
0.624,989,43
0.625,994,32
0.626,923,32
0.627,939,36
0.628,938,56
0.629,964,43
0.63,967,48
0.631,921,34
0.632,913,37
0.633,964,32
0.634,890,31
0.635,911,45
0.636,933,36
0.637,915,35
0.638,904,65
0.639,923,33
0.64,931,55
0.641,914,63
0.642,885,34
0.643,929,32
0.644,904,28
0.645,857,52
0.646,880,50
0.647,915,53
0.648,895,64
0.649,888,57
0.65,907,38
0.651,909,69
0.652,910,53
0.653,887,45
0.654,874,49
0.655,905,47
0.656,869,49
0.657,870,50
0.658,934,32
0.659,856,51
0.66,893,50
0.661,877,65
0.662,853,58
0.663,882,32
0.664,853,59
0.665,940,33
0.666,855,33
0.667,876,42
0.668,887,41
0.669,882,50
0.67,857,34
0.671,870,43
0.672,848,44
0.673,851,32
0.674,847,46
0.675,847,39
0.676,810,32
0.677,883,37
0.678,892,43
0.679,850,46
0.68,880,52
0.681,852,55
0.682,815,39
0.683,843,42
0.684,926,30
0.685,851,41
0.686,877,62
0.687,865,42
0.688,848,42
0.689,830,79
0.69,806,31
0.691,873,34
0.692,838,40
0.693,838,57
0.694,841,39
0.695,852,48
0.696,840,58
0.697,820,35
0.698,815,39
0.699,829,69
0.7,794,40
0.701,816,83
0.702,840,42
0.703,820,54
0.704,826,68
0.705,814,44
0.706,804,61
0.707,809,52
0.708,792,43
0.709,853,51
0.71,795,44
0.711,837,42
0.712,796,50
0.713,784,35
0.714,789,48
0.715,796,53
0.716,816,63
0.717,802,57
0.718,807,52
0.719,806,40
0.72,789,54
0.721,820,46
0.722,803,49
0.723,834,48
0.724,788,52
0.725,765,53
0.726,810,46
0.727,778,51
0.728,795,52
0.729,791,44
0.73,793,58
0.731,770,38
0.732,824,58
0.733,808,53
0.734,780,43
0.735,806,51
0.736,785,49
0.737,765,54
0.738,799,66
0.739,791,68
0.74,808,42
0.741,780,41
0.742,760,59
0.743,770,55
0.744,762,66
0.745,768,54
0.746,735,109
0.747,762,48
0.748,727,63
0.749,756,59
0.75,721,48
0.751,751,71
0.752,772,61
0.753,729,40
0.754,758,38
0.755,771,52
0.756,750,54
0.757,778,40
0.758,718,59
0.759,747,56
0.76,724,54
0.761,776,40
0.762,718,48
0.763,800,42
0.764,726,62
0.765,702,75
0.766,715,63
0.767,749,50
0.768,724,89
0.769,745,61
0.77,763,51
0.771,697,72
0.772,762,56
0.773,741,73
0.774,723,44
0.775,743,65
0.776,745,60
0.777,744,47
0.778,699,98
0.779,711,43
0.78,728,74
0.781,752,77
0.782,672,94
0.783,694,56
0.784,676,45
0.785,723,52
0.786,731,54
0.787,669,64
0.788,732,66
0.789,731,83
0.79,730,46
0.791,707,68
0.792,725,49
0.793,733,43
0.794,638,57
0.795,709,69
0.796,676,63
0.797,686,57
0.798,685,50
0.799,688,54
0.8,646,56
0.801,703,50
0.802,675,76
0.803,687,50
0.804,677,51
0.805,713,73
0.806,651,53
0.807,686,58
0.808,706,48
0.809,637,76
0.81,678,65
0.811,687,57
0.812,656,63
0.813,651,73
0.814,642,86
0.815,674,61
0.816,689,68
0.817,721,44
0.818,681,65
0.819,692,59
0.82,689,47
0.821,651,88
0.822,660,80
0.823,654,82
0.824,659,66
0.825,695,67
0.826,634,65
0.827,631,96
0.828,655,53
0.829,657,72
0.83,660,50
0.831,650,73
0.832,674,105
0.833,625,91
0.834,618,75
0.835,644,59
0.836,670,73
0.837,660,53
0.838,669,47
0.839,660,48
0.84,630,106
0.841,677,49
0.842,616,73
0.843,681,57
0.844,634,56
0.845,644,73
0.846,654,65
0.847,647,60
0.848,636,73
0.849,648,44
0.85,606,62
0.851,618,86
0.852,599,49
0.853,616,61
0.854,654,105
0.855,669,65
0.856,641,57
0.857,652,57
0.858,640,82
0.859,606,144
0.86,604,71
0.861,616,95
0.862,622,75
0.863,621,79
0.864,666,52
0.865,612,62
0.866,603,93
0.867,601,90
0.868,585,91
0.869,622,58
0.87,603,49
0.871,593,75
0.872,636,47
0.873,581,85
0.874,661,47
0.875,637,71
0.876,609,46
0.877,607,82
0.878,618,59
0.879,576,130
0.88,629,48
0.881,576,80
0.882,606,121
0.883,599,46
0.884,618,86
0.885,637,79
0.886,581,84
0.887,647,134
0.888,582,81
0.889,602,98
0.89,627,59
0.891,566,115
0.892,618,49
0.893,589,61
0.894,621,40
0.895,594,69
0.896,537,73
0.897,613,62
0.898,591,51
0.899,598,93
0.9,610,63
0.901,587,85
0.902,586,49
0.903,599,62
0.904,592,59
0.905,622,82
0.906,582,126
0.907,621,89
0.908,614,66
0.909,562,70
0.91,575,93
0.911,562,57
0.912,607,57
0.913,530,90
0.914,554,97
0.915,562,118
0.916,559,105
0.917,574,88
0.918,555,57
0.919,582,102
0.92,604,92
0.921,590,89
0.922,557,76
0.923,569,54
0.924,587,91
0.925,567,63
0.926,542,62
0.927,551,107
0.928,553,73
0.929,537,85
0.93,569,103
0.931,560,83
0.932,591,67
0.933,567,53
0.934,582,72
0.935,543,70
0.936,539,67
0.937,543,72
0.938,558,125
0.939,548,58
0.94,577,75
0.941,565,82
0.942,536,95
0.943,593,53
0.944,566,62
0.945,563,82
0.946,504,158
0.947,545,75
0.948,522,77
0.949,547,81
0.95,551,84
0.951,528,70
0.952,561,80
0.953,539,125
0.954,542,64
0.955,519,91
0.956,516,94
0.957,529,72
0.958,532,62
0.959,524,94
0.96,536,81
0.961,561,67
0.962,499,169
0.963,528,178
0.964,526,69
0.965,527,92
0.966,524,116
0.967,521,75
0.968,531,72
0.969,507,122
0.97,514,65
0.971,563,114
0.972,531,73
0.973,572,100
0.974,525,97
0.975,499,90
0.976,501,84
0.977,491,55
0.978,558,61
0.979,510,75
0.98,492,87
0.981,532,84
0.982,565,65
0.983,499,68
0.984,496,72
0.985,537,75
0.986,528,73
0.987,497,92
0.988,500,63
0.989,502,100
0.99,496,116
0.991,505,69
0.992,511,104
0.993,503,98
0.994,518,95
0.995,518,74
0.996,529,108
0.997,542,84
0.998,497,130
0.999,509,63
1,529,122
