Q,CC,MaxCC
0.215,1682,2488
0.216,1713,3725
0.217,1644,6048
0.218,1593,4673
0.219,1705,1807
0.22,1628,5438
0.221,1598,5636
0.222,1549,5974
0.223,1673,4338
0.224,1505,3909
0.225,1539,3864
0.226,1545,6012
0.227,1519,4004
0.228,1529,5142
0.229,1418,6722
0.23,1428,6778
0.231,1402,6177
0.232,1376,6903
0.233,1368,7310
0.234,1408,4273
0.235,1458,4048
0.236,1308,7766
0.237,1266,6638
0.238,1262,7950
0.239,1293,7758
0.24,1300,7808
0.241,1262,7729
0.242,1297,7052
0.243,1210,7133
0.244,1277,7664
0.245,1256,7821
0.246,1147,7075
0.247,1245,7793
0.248,1161,7929
0.249,1116,8030
0.25,1148,8186
0.251,1133,7988
0.252,1211,7939
0.253,1163,7918
0.254,1133,8068
0.255,1085,8253
0.256,1078,8270
0.257,1095,8107
0.258,1054,7984
0.259,1052,8117
0.26,1076,7896
0.261,1002,8432
0.262,1076,8363
0.263,1015,8466
0.264,1006,8362
0.265,952,8513
0.266,998,8111
0.267,955,8503
0.268,967,8516
0.269,983,8307
0.27,999,8386
0.271,912,8625
0.272,942,8651
0.273,843,8719
0.274,920,8504
0.275,919,8788
0.276,918,8572
0.277,904,8698
0.278,972,8562
0.279,892,8547
0.28,858,8742
0.281,880,8833
0.282,789,8797
0.283,826,8888
0.284,845,8892
0.285,800,8894
0.286,784,8966
0.287,833,8766
0.288,794,8950
0.289,805,8740
0.29,774,8971
0.291,759,8871
0.292,691,8941
0.293,691,9127
0.294,751,8907
0.295,766,8827
0.296,762,8975
0.297,740,8919
0.298,729,9055
0.299,705,9009
0.3,726,9112
0.301,684,9031
0.302,662,9116
0.303,656,9117
0.304,663,9064
0.305,695,8928
0.306,614,9206
0.307,643,9084
0.308,571,9162
0.309,602,9222
0.31,590,9182
0.311,633,9148
0.312,600,9184
0.313,637,9208
0.314,635,9188
0.315,611,9206
0.316,621,9208
0.317,567,9310
0.318,610,9257
0.319,537,9301
0.32,569,9260
0.321,564,9249
0.322,580,9273
0.323,518,9340
0.324,558,9298
0.325,551,9339
0.326,525,9277
0.327,475,9404
0.328,533,9272
0.329,517,9358
0.33,558,9308
0.331,503,9412
0.332,531,9340
0.333,502,9383
0.334,479,9421
0.335,521,9262
0.336,526,9353
0.337,500,9346
0.338,482,9337
0.339,471,9344
0.34,451,9442
0.341,489,9338
0.342,452,9407
0.343,442,9388
0.344,420,9440
0.345,456,9455
0.346,439,9431
0.347,429,9491
0.348,438,9453
0.349,427,9247
0.35,425,9488
0.351,380,9499
0.352,459,9402
0.353,436,9393
0.354,417,9502
0.355,391,9535
0.356,386,9532
0.357,401,9530
0.358,431,9446
0.359,383,9518
0.36,430,9458
0.361,356,9520
0.362,383,9481
0.363,335,9588
0.364,346,9613
0.365,354,9505
0.366,382,9541
0.367,336,9607
0.368,383,9533
0.369,375,9516
0.37,346,9560
0.371,353,9529
0.372,355,9597
0.373,316,9629
0.374,339,9598
0.375,348,9531
0.376,315,9588
0.377,323,9592
0.378,345,9559
0.379,329,9602
0.38,357,9600
0.381,294,9654
0.382,326,9598
0.383,322,9598
0.384,298,9642
0.385,306,9617
0.386,310,9655
0.387,291,9666
0.388,309,9638
0.389,308,9614
0.39,283,9648
0.391,317,9624
0.392,264,9684
0.393,272,9687
0.394,276,9687
0.395,328,9586
0.396,275,9575
0.397,257,9698
0.398,284,9637
0.399,254,9687
0.4,252,9702
0.401,286,9640
0.402,254,9691
0.403,231,9698
0.404,305,9659
0.405,283,9675
0.406,238,9718
0.407,236,9739
0.408,240,9703
0.409,244,9707
0.41,277,9606
0.411,273,9690
0.412,248,9718
0.413,224,9730
0.414,254,9696
0.415,255,9712
0.416,231,9724
0.417,238,9737
0.418,210,9750
0.419,223,9749
0.42,214,9741
0.421,236,9711
0.422,204,9762
0.423,206,9766
0.424,239,9706
0.425,224,9740
0.426,200,9774
0.427,237,9731
0.428,186,9795
0.429,192,9780
0.43,211,9763
0.431,230,9734
0.432,223,9744
0.433,212,9758
0.434,204,9769
0.435,210,9760
0.436,205,9766
0.437,175,9810
0.438,181,9798
0.439,206,9742
0.44,201,9762
0.441,190,9755
0.442,205,9754
0.443,179,9782
0.444,202,9761
0.445,182,9799
0.446,181,9789
0.447,159,9826
0.448,188,9780
0.449,160,9809
0.45,192,9776
0.451,179,9796
0.452,169,9816
0.453,174,9807
0.454,154,9813
0.455,156,9824
0.456,161,9823
0.457,151,9838
0.458,169,9779
0.459,165,9811
0.46,168,9820
0.461,191,9798
0.462,138,9847
0.463,157,9817
0.464,154,9825
0.465,136,9832
0.466,145,9826
0.467,140,9839
0.468,169,9802
0.469,165,9816
0.47,149,9825
0.471,121,9861
0.472,135,9835
0.473,149,9841
0.474,152,9828
0.475,148,9841
0.476,164,9798
0.477,117,9853
0.478,130,9860
0.479,150,9838
0.48,142,9837
0.481,115,9867
0.482,132,9850
0.483,114,9877
0.484,126,9839
0.485,145,9844
0.486,129,9853
0.487,130,9856
0.488,130,9851
0.489,129,9861
0.49,130,9860
0.491,112,9842
0.492,119,9850
0.493,99,9896
0.494,122,9869
0.495,118,9840
0.496,117,9877
0.497,132,9847
0.498,111,9882
0.499,112,9875
0.5,117,9861
0.501,102,9885
0.502,92,9902
0.503,115,9870
0.504,100,9891
0.505,119,9860
0.506,121,9871
0.507,102,9891
0.508,109,9880
0.509,102,9888
0.51,115,9882
0.511,90,9903
0.512,92,9904
0.513,108,9873
0.514,94,9900
0.515,110,9877
0.516,96,9883
0.517,74,9922
0.518,97,9891
0.519,99,9891
0.52,93,9896
0.521,92,9886
0.522,92,9895
0.523,93,9900
0.524,86,9902
0.525,106,9880
0.526,96,9897
0.527,77,9907
0.528,87,9903
0.529,84,9907
0.53,93,9897
0.531,78,9910
0.532,103,9887
0.533,103,9892
0.534,109,9886
0.535,88,9904
0.536,82,9913
0.537,76,9919
0.538,83,9908
0.539,75,9918
0.54,84,9903
0.541,87,9903
0.542,77,9905
0.543,106,9884
0.544,81,9909
0.545,74,9925
0.546,76,9896
0.547,86,9898
0.548,77,9919
0.549,81,9914
0.55,84,9907
0.551,87,9908
0.552,68,9926
0.553,72,9919
0.554,79,9908
0.555,75,9921
0.556,72,9926
0.557,76,9922
0.558,65,9926
0.559,78,9910
0.56,63,9932
0.561,74,9923
0.562,70,9922
0.563,53,9946
0.564,82,9909
0.565,69,9926
0.566,56,9941
0.567,76,9919
0.568,68,9930
0.569,63,9935
0.57,68,9926
0.571,62,9934
0.572,63,9935
0.573,68,9924
0.574,61,9938
0.575,70,9922
0.576,59,9935
0.577,51,9940
0.578,76,9919
0.579,72,9924
0.58,71,9922
0.581,57,9941
0.582,62,9935
0.583,56,9929
0.584,49,9940
0.585,68,9925
0.586,54,9938
0.587,55,9942
0.588,57,9939
0.589,54,9945
0.59,55,9943
0.591,55,9936
0.592,53,9939
0.593,53,9945
0.594,51,9948
0.595,44,9954
0.596,41,9959
0.597,63,9932
0.598,69,9910
0.599,47,9952
0.6,62,9936
0.601,56,9938
0.602,54,9937
0.603,43,9957
0.604,53,9946
0.605,38,9956
0.606,64,9930
0.607,46,9952
0.608,57,9943
0.609,41,9959
0.61,42,9955
0.611,48,9951
0.612,42,9955
0.613,44,9954
0.614,44,9954
0.615,57,9935
0.616,53,9940
0.617,47,9949
0.618,56,9934
0.619,53,9944
0.62,29,9969
0.621,43,9954
0.622,37,9958
0.623,40,9961
0.624,39,9952
0.625,48,9952
0.626,37,9961
0.627,42,9952
0.628,53,9940
0.629,42,9954
0.63,38,9961
0.631,46,9947
0.632,45,9947
0.633,37,9957
0.634,31,9967
0.635,39,9959
0.636,42,9954
0.637,30,9970
0.638,49,9940
0.639,44,9942
0.64,35,9962
0.641,36,9957
0.642,49,9949
0.643,42,9955
0.644,36,9959
0.645,31,9968
0.646,31,9969
0.647,30,9968
0.648,33,9967
0.649,38,9959
0.65,32,9968
0.651,33,9967
0.652,36,9965
0.653,45,9952
0.654,38,9954
0.655,40,9960
0.656,33,9965
0.657,35,9966
0.658,22,9978
0.659,37,9953
0.66,40,9959
0.661,36,9965
0.662,34,9965
0.663,34,9963
0.664,29,9957
0.665,33,9966
0.666,31,9970
0.667,32,9962
0.668,32,9969
0.669,34,9956
0.67,30,9971
0.671,23,9975
0.672,32,9968
0.673,26,9970
0.674,30,9965
0.675,27,9974
0.676,22,9976
0.677,33,9965
0.678,32,9964
0.679,36,9965
0.68,33,9965
0.681,27,9974
0.682,22,9974
0.683,27,9970
0.684,29,9971
0.685,36,9957
0.686,26,9974
0.687,31,9965
0.688,26,9964
0.689,38,9960
0.69,37,9956
0.691,33,9967
0.692,31,9968
0.693,25,9968
0.694,33,9965
0.695,37,9960
0.696,21,9979
0.697,24,9975
0.698,29,9970
0.699,30,9967
0.7,30,9967
0.701,21,9976
0.702,22,9977
0.703,28,9970
0.704,30,9967
0.705,26,9973
0.706,26,9973
0.707,32,9966
0.708,23,9977
0.709,18,9983
0.71,24,9974
0.711,27,9969
0.712,32,9968
0.713,28,9967
0.714,26,9972
0.715,27,9973
0.716,24,9977
0.717,25,9973
0.718,24,9977
0.719,23,9973
0.72,30,9971
0.721,27,9973
0.722,27,9973
0.723,25,9971
0.724,23,9973
0.725,26,9974
0.726,23,9978
0.727,15,9981
0.728,20,9979
0.729,35,9965
0.73,22,9979
0.731,20,9979
0.732,22,9979
0.733,25,9976
0.734,24,9975
0.735,22,9979
0.736,16,9985
0.737,16,9982
0.738,11,9988
0.739,28,9973
0.74,19,9978
0.741,19,9980
0.742,22,9973
0.743,26,9970
0.744,14,9987
0.745,14,9984
0.746,17,9982
0.747,21,9980
0.748,26,9967
0.749,19,9981
0.75,21,9980
0.751,21,9979
0.752,19,9982
0.753,12,9989
0.754,13,9988
0.755,22,9978
0.756,20,9979
0.757,13,9988
0.758,22,9976
0.759,21,9980
0.76,17,9984
0.761,30,9967
0.762,27,9971
0.763,24,9975
0.764,30,9969
0.765,29,9970
0.766,26,9972
0.767,20,9975
0.768,18,9982
0.769,26,9972
0.77,20,9980
0.771,20,9981
0.772,15,9986
0.773,17,9984
0.774,14,9982
0.775,17,9981
0.776,28,9970
0.777,14,9987
0.778,24,9975
0.779,20,9978
0.78,16,9980
0.781,19,9982
0.782,14,9986
0.783,25,9973
0.784,22,9973
0.785,20,9979
0.786,25,9974
0.787,19,9981
0.788,21,9978
0.789,22,9979
0.79,14,9985
0.791,17,9980
0.792,23,9974
0.793,14,9981
0.794,21,9980
0.795,15,9986
0.796,11,9988
0.797,16,9983
0.798,13,9986
0.799,17,9974
0.8,20,9972
0.801,18,9983
0.802,16,9984
0.803,11,9990
0.804,24,9976
0.805,11,9989
0.806,18,9981
0.807,21,9978
0.808,13,9984
0.809,14,9986
0.81,12,9988
0.811,17,9984
0.812,20,9977
0.813,22,9978
0.814,11,9986
0.815,22,9977
0.816,11,9989
0.817,11,9989
0.818,8,9993
0.819,12,9988
0.82,20,9980
0.821,12,9987
0.822,18,9980
0.823,9,9985
0.824,14,9987
0.825,9,9990
0.826,16,9974
0.827,10,9991
0.828,9,9982
0.829,16,9978
0.83,15,9985
0.831,9,9991
0.832,13,9987
0.833,14,9987
0.834,13,9985
0.835,13,9980
0.836,12,9986
0.837,15,9983
0.838,15,9986
0.839,13,9988
0.84,7,9994
0.841,12,9988
0.842,13,9987
0.843,10,9988
0.844,10,9991
0.845,15,9982
0.846,13,9987
0.847,17,9983
0.848,12,9989
0.849,15,9982
0.85,11,9990
0.851,6,9995
0.852,13,9988
0.853,17,9981
0.854,19,9979
0.855,15,9985
0.856,11,9990
0.857,9,9991
0.858,10,9990
0.859,22,9978
0.86,10,9991
0.861,14,9984
0.862,16,9981
0.863,17,9978
0.864,10,9990
0.865,8,9993
0.866,12,9988
0.867,13,9987
0.868,7,9992
0.869,15,9982
0.87,10,9988
0.871,13,9986
0.872,12,9988
0.873,19,9979
0.874,7,9994
0.875,6,9995
0.876,7,9994
0.877,11,9990
0.878,16,9983
0.879,8,9991
0.88,7,9992
0.881,9,9992
0.882,10,9989
0.883,8,9993
0.884,14,9986
0.885,9,9990
0.886,8,9991
0.887,8,9992
0.888,12,9988
0.889,9,9991
0.89,11,9988
0.891,11,9989
0.892,14,9986
0.893,13,9988
0.894,6,9995
0.895,14,9985
0.896,11,9990
0.897,9,9991
0.898,7,9992
0.899,12,9989
0.9,7,9994
0.901,13,9988
0.902,10,9990
0.903,7,9994
0.904,7,9994
0.905,7,9993
0.906,14,9984
0.907,8,9993
0.908,9,9992
0.909,12,9984
0.91,16,9983
0.911,9,9992
0.912,7,9994
0.913,14,9983
0.914,8,9992
0.915,7,9994
0.916,12,9988
0.917,11,9989
0.918,12,9987
0.919,8,9993
0.92,12,9988
0.921,12,9987
0.922,5,9996
0.923,9,9992
0.924,6,9995
0.925,13,9987
0.926,14,9987
0.927,5,9995
0.928,8,9992
0.929,6,9995
0.93,9,9991
0.931,11,9990
0.932,15,9981
0.933,8,9992
0.934,8,9993
0.935,14,9986
0.936,9,9991
0.937,7,9994
0.938,8,9991
0.939,9,9992
0.94,16,9984
0.941,16,9985
0.942,12,9988
0.943,9,9992
0.944,13,9986
0.945,6,9995
0.946,6,9995
0.947,10,9991
0.948,8,9993
0.949,8,9992
0.95,8,9993
0.951,7,9994
0.952,10,9990
0.953,10,9990
0.954,8,9993
0.955,7,9994
0.956,7,9994
0.957,4,9996
0.958,13,9986
0.959,6,9986
0.96,8,9993
0.961,7,9992
0.962,6,9995
0.963,7,9993
0.964,2,9999
0.965,7,9993
0.966,12,9986
0.967,8,9991
0.968,6,9995
0.969,7,9993
0.97,6,9995
0.971,11,9989
0.972,3,9997
0.973,7,9994
0.974,9,9990
0.975,7,9994
0.976,9,9992
0.977,7,9992
0.978,5,9995
0.979,7,9994
0.98,7,9989
0.981,7,9994
0.982,9,9992
0.983,8,9992
0.984,5,9992
0.985,7,9994
0.986,10,9991
0.987,8,9992
0.988,7,9994
0.989,8,9993
0.99,5,9995
0.991,14,9987
0.992,9,9992
0.993,8,9988
0.994,14,9984
0.995,4,9997
0.996,12,9988
0.997,6,9995
0.998,8,9991
0.999,10,9991
1,7,9993
