Q,CC,MaxCC
0.137,390,2
0.138,386,2
0.139,390,2
0.14,393,2
0.141,389,3
0.142,383,2
0.143,389,2
0.144,391,2
0.145,387,2
0.146,391,2
0.147,391,2
0.148,388,3
0.149,384,3
0.15,377,2
0.151,389,3
0.152,381,3
0.153,385,3
0.154,390,2
0.155,386,3
0.156,391,2
0.157,388,2
0.158,388,3
0.159,383,4
0.16,384,2
0.161,386,2
0.162,387,2
0.163,386,3
0.164,390,2
0.165,392,2
0.166,387,4
0.167,388,2
0.168,389,2
0.169,388,3
0.17,390,2
0.171,382,3
0.172,380,3
0.173,383,3
0.174,391,2
0.175,387,3
0.176,391,2
0.177,392,2
0.178,392,2
0.179,391,2
0.18,384,2
0.181,386,2
0.182,387,2
0.183,387,3
0.184,383,2
0.185,386,3
0.186,388,2
0.187,387,3
0.188,388,3
0.189,387,3
0.19,385,3
0.191,389,3
0.192,380,3
0.193,387,3
0.194,387,3
0.195,380,2
0.196,393,2
0.197,378,2
0.198,384,3
0.199,384,3
0.2,389,3
0.201,391,2
0.202,385,3
0.203,387,2
0.204,383,3
0.205,386,3
0.206,382,4
0.207,385,3
0.208,384,6
0.209,386,2
0.21,387,3
0.211,383,4
0.212,383,2
0.213,382,2
0.214,390,2
0.215,383,2
0.216,387,2
0.217,394,2
0.218,385,3
0.219,379,3
0.22,384,3
0.221,380,3
0.222,383,2
0.223,377,4
0.224,389,3
0.225,380,2
0.226,382,2
0.227,380,3
0.228,379,3
0.229,380,3
0.23,384,2
0.231,382,4
0.232,382,3
0.233,383,4
0.234,381,2
0.235,382,3
0.236,380,3
0.237,383,2
0.238,388,3
0.239,381,4
0.24,389,2
0.241,387,2
0.242,381,3
0.243,378,3
0.244,377,3
0.245,379,2
0.246,376,3
0.247,378,3
0.248,388,2
0.249,374,3
0.25,388,3
0.251,386,2
0.252,387,3
0.253,378,4
0.254,391,2
0.255,384,3
0.256,384,3
0.257,384,3
0.258,383,4
0.259,386,3
0.26,385,3
0.261,386,3
0.262,372,3
0.263,374,3
0.264,380,3
0.265,387,2
0.266,386,2
0.267,382,3
0.268,372,3
0.269,382,3
0.27,381,3
0.271,374,4
0.272,377,5
0.273,381,2
0.274,375,3
0.275,381,4
0.276,385,3
0.277,373,3
0.278,377,3
0.279,376,3
0.28,377,3
0.281,382,3
0.282,379,3
0.283,379,3
0.284,382,3
0.285,381,4
0.286,366,3
0.287,384,3
0.288,379,3
0.289,377,3
0.29,378,3
0.291,382,3
0.292,383,2
0.293,372,3
0.294,376,3
0.295,386,3
0.296,381,4
0.297,378,3
0.298,372,3
0.299,374,3
0.3,378,4
0.301,386,3
0.302,375,3
0.303,387,3
0.304,378,3
0.305,379,3
0.306,376,3
0.307,378,3
0.308,371,3
0.309,381,3
0.31,372,4
0.311,373,3
0.312,369,4
0.313,375,3
0.314,382,2
0.315,381,3
0.316,378,3
0.317,379,3
0.318,370,4
0.319,375,3
0.32,370,4
0.321,385,2
0.322,382,3
0.323,374,3
0.324,380,2
0.325,380,3
0.326,380,3
0.327,373,3
0.328,373,3
0.329,381,4
0.33,377,3
0.331,378,3
0.332,377,3
0.333,369,3
0.334,376,4
0.335,378,3
0.336,369,3
0.337,370,4
0.338,380,3
0.339,377,3
0.34,372,3
0.341,381,2
0.342,375,4
0.343,382,3
0.344,376,3
0.345,374,3
0.346,381,3
0.347,372,3
0.348,366,3
0.349,374,4
0.35,370,4
0.351,371,4
0.352,381,3
0.353,379,2
0.354,378,4
0.355,372,4
0.356,375,4
0.357,379,3
0.358,379,3
0.359,370,4
0.36,376,4
0.361,374,3
0.362,376,3
0.363,381,2
0.364,371,4
0.365,377,3
0.366,374,3
0.367,366,4
0.368,377,4
0.369,371,3
0.37,370,5
0.371,371,4
0.372,381,2
0.373,364,3
0.374,369,3
0.375,377,3
0.376,365,3
0.377,378,3
0.378,368,4
0.379,383,2
0.38,368,3
0.381,374,4
0.382,365,3
0.383,362,3
0.384,369,3
0.385,373,4
0.386,374,3
0.387,380,3
0.388,365,4
0.389,372,3
0.39,362,4
0.391,370,4
0.392,363,4
0.393,361,4
0.394,375,4
0.395,375,3
0.396,379,3
0.397,365,3
0.398,360,3
0.399,374,3
0.4,368,3
0.401,372,3
0.402,369,4
0.403,373,3
0.404,368,3
0.405,382,3
0.406,373,3
0.407,372,3
0.408,363,3
0.409,363,3
0.41,366,4
0.411,379,3
0.412,373,4
0.413,367,6
0.414,373,3
0.415,372,4
0.416,367,4
0.417,376,3
0.418,372,4
0.419,375,3
0.42,367,3
0.421,370,5
0.422,369,4
0.423,377,4
0.424,370,3
0.425,364,4
0.426,376,4
0.427,373,3
0.428,367,4
0.429,365,3
0.43,367,4
0.431,362,3
0.432,369,3
0.433,358,4
0.434,366,3
0.435,360,3
0.436,363,3
0.437,367,4
0.438,369,3
0.439,366,4
0.44,362,4
0.441,366,3
0.442,371,3
0.443,369,4
0.444,371,4
0.445,361,4
0.446,371,4
0.447,363,4
0.448,369,4
0.449,371,3
0.45,371,4
0.451,356,4
0.452,366,3
0.453,369,4
0.454,362,4
0.455,370,3
0.456,370,4
0.457,354,3
0.458,358,4
0.459,356,3
0.46,367,3
0.461,374,4
0.462,373,3
0.463,365,4
0.464,366,4
0.465,361,4
0.466,361,3
0.467,361,4
0.468,355,4
0.469,371,3
0.47,362,4
0.471,364,3
0.472,360,4
0.473,360,3
0.474,364,4
0.475,360,4
0.476,361,3
0.477,358,4
0.478,358,3
0.479,366,4
0.48,368,3
0.481,364,4
0.482,358,4
0.483,361,4
0.484,362,3
0.485,373,3
0.486,359,4
0.487,367,3
0.488,364,3
0.489,367,3
0.49,375,3
0.491,364,5
0.492,374,3
0.493,355,6
0.494,354,4
0.495,362,6
0.496,355,3
0.497,369,3
0.498,373,3
0.499,369,4
0.5,361,4
0.501,364,6
0.502,359,4
0.503,360,4
0.504,358,5
0.505,361,3
0.506,359,4
0.507,356,3
0.508,364,4
0.509,359,4
0.51,367,3
0.511,359,3
0.512,360,4
0.513,355,4
0.514,366,3
0.515,352,5
0.516,356,4
0.517,363,4
0.518,363,4
0.519,356,4
0.52,364,4
0.521,367,4
0.522,346,4
0.523,361,3
0.524,355,4
0.525,358,6
0.526,374,3
0.527,360,3
0.528,371,4
0.529,347,5
0.53,355,4
0.531,363,4
0.532,355,4
0.533,365,4
0.534,360,5
0.535,357,4
0.536,359,4
0.537,358,3
0.538,360,6
0.539,354,4
0.54,359,4
0.541,355,4
0.542,348,4
0.543,362,4
0.544,357,3
0.545,356,4
0.546,354,4
0.547,363,4
0.548,364,3
0.549,357,5
0.55,363,5
0.551,355,3
0.552,359,3
0.553,364,3
0.554,367,4
0.555,356,4
0.556,359,6
0.557,363,5
0.558,365,3
0.559,363,3
0.56,352,3
0.561,360,3
0.562,365,3
0.563,354,3
0.564,350,4
0.565,362,3
0.566,352,4
0.567,357,4
0.568,355,4
0.569,373,3
0.57,364,4
0.571,361,3
0.572,361,3
0.573,355,3
0.574,357,4
0.575,361,5
0.576,356,4
0.577,357,3
0.578,358,3
0.579,352,4
0.58,353,5
0.581,361,3
0.582,348,3
0.583,347,5
0.584,353,3
0.585,355,4
0.586,358,4
0.587,355,5
0.588,351,4
0.589,352,4
0.59,352,3
0.591,365,4
0.592,358,3
0.593,349,4
0.594,354,4
0.595,363,3
0.596,352,3
0.597,366,3
0.598,358,3
0.599,352,5
0.6,351,4
0.601,344,4
0.602,353,5
0.603,345,4
0.604,355,4
0.605,362,4
0.606,354,4
0.607,360,4
0.608,351,4
0.609,343,4
0.61,361,3
0.611,353,5
0.612,348,5
0.613,348,4
0.614,358,5
0.615,360,5
0.616,355,3
0.617,359,3
0.618,361,4
0.619,348,5
0.62,342,6
0.621,355,4
0.622,356,3
0.623,350,5
0.624,349,5
0.625,351,4
0.626,357,3
0.627,351,6
0.628,348,4
0.629,344,6
0.63,342,4
0.631,352,3
0.632,358,3
0.633,345,4
0.634,361,3
0.635,349,6
0.636,356,4
0.637,360,3
0.638,351,4
0.639,346,4
0.64,341,8
0.641,356,4
0.642,357,3
0.643,352,5
0.644,350,4
0.645,363,4
0.646,350,6
0.647,344,4
0.648,348,4
0.649,357,4
0.65,351,4
0.651,362,3
0.652,351,4
0.653,357,4
0.654,346,5
0.655,350,5
0.656,359,4
0.657,346,4
0.658,348,4
0.659,350,4
0.66,354,3
0.661,353,5
0.662,354,4
0.663,357,5
0.664,358,3
0.665,355,4
0.666,342,5
0.667,351,4
0.668,347,4
0.669,341,5
0.67,347,4
0.671,351,4
0.672,349,3
0.673,353,4
0.674,349,4
0.675,364,5
0.676,357,4
0.677,345,5
0.678,345,4
0.679,335,5
0.68,347,4
0.681,362,4
0.682,335,6
0.683,348,6
0.684,350,4
0.685,351,6
0.686,353,3
0.687,348,5
0.688,347,5
0.689,349,4
0.69,343,5
0.691,337,6
0.692,358,3
0.693,346,3
0.694,354,4
0.695,341,6
0.696,360,5
0.697,356,4
0.698,346,4
0.699,361,4
0.7,350,4
0.701,336,5
0.702,346,5
0.703,347,6
0.704,341,6
0.705,350,4
0.706,348,5
0.707,347,4
0.708,351,4
0.709,356,5
0.71,341,4
0.711,344,6
0.712,345,4
0.713,343,4
0.714,331,6
0.715,343,3
0.716,338,8
0.717,351,6
0.718,357,3
0.719,342,3
0.72,344,5
0.721,342,4
0.722,349,4
0.723,335,4
0.724,341,5
0.725,340,5
0.726,336,4
0.727,337,6
0.728,350,6
0.729,332,5
0.73,340,7
0.731,348,5
0.732,325,5
0.733,356,4
0.734,349,3
0.735,347,3
0.736,351,4
0.737,338,4
0.738,348,4
0.739,342,4
0.74,337,6
0.741,352,4
0.742,344,6
0.743,331,4
0.744,355,4
0.745,330,4
0.746,346,4
0.747,345,3
0.748,345,4
0.749,355,3
0.75,354,4
0.751,344,6
0.752,339,4
0.753,337,5
0.754,343,4
0.755,348,5
0.756,347,4
0.757,340,5
0.758,341,5
0.759,346,4
0.76,351,3
0.761,338,4
0.762,341,4
0.763,331,6
0.764,333,6
0.765,340,7
0.766,342,4
0.767,337,4
0.768,344,4
0.769,345,3
0.77,335,4
0.771,353,5
0.772,342,5
0.773,338,5
0.774,346,5
0.775,335,7
0.776,342,7
0.777,339,4
0.778,342,5
0.779,347,4
0.78,340,5
0.781,341,4
0.782,350,3
0.783,351,5
0.784,357,4
0.785,350,7
0.786,333,6
0.787,345,5
0.788,330,7
0.789,348,5
0.79,343,4
0.791,347,4
0.792,349,4
0.793,339,3
0.794,327,4
0.795,340,5
0.796,345,4
0.797,354,4
0.798,344,5
0.799,345,4
0.8,354,6
0.801,346,5
0.802,349,5
0.803,338,5
0.804,334,6
0.805,333,4
0.806,338,6
0.807,342,5
0.808,348,5
0.809,329,6
0.81,344,5
0.811,333,4
0.812,346,4
0.813,343,4
0.814,352,4
0.815,335,4
0.816,340,5
0.817,330,5
0.818,344,6
0.819,342,4
0.82,340,5
0.821,347,3
0.822,342,4
0.823,330,5
0.824,330,6
0.825,342,8
0.826,336,4
0.827,342,4
0.828,343,5
0.829,345,4
0.83,348,4
0.831,345,5
0.832,335,5
0.833,331,6
0.834,349,3
0.835,340,4
0.836,334,4
0.837,329,5
0.838,337,3
0.839,327,6
0.84,343,4
0.841,335,5
0.842,344,4
0.843,339,4
0.844,347,4
0.845,337,5
0.846,337,5
0.847,333,6
0.848,342,5
0.849,329,4
0.85,335,3
0.851,347,4
0.852,350,4
0.853,337,5
0.854,337,4
0.855,339,6
0.856,333,4
0.857,343,4
0.858,323,5
0.859,325,6
0.86,331,4
0.861,329,5
0.862,337,6
0.863,334,5
0.864,338,5
0.865,344,4
0.866,340,4
0.867,332,4
0.868,332,5
0.869,339,4
0.87,342,3
0.871,331,5
0.872,334,4
0.873,327,5
0.874,342,4
0.875,337,4
0.876,323,4
0.877,347,5
0.878,336,4
0.879,336,6
0.88,334,3
0.881,329,4
0.882,347,3
0.883,335,7
0.884,348,4
0.885,334,5
0.886,340,4
0.887,332,4
0.888,332,5
0.889,343,4
0.89,335,4
0.891,341,4
0.892,335,5
0.893,336,5
0.894,325,4
0.895,334,8
0.896,351,4
0.897,342,5
0.898,339,4
0.899,327,4
0.9,321,5
0.901,336,5
0.902,331,4
0.903,339,5
0.904,340,4
0.905,336,5
0.906,329,5
0.907,330,4
0.908,337,5
0.909,338,3
0.91,317,5
0.911,326,6
0.912,331,4
0.913,338,5
0.914,344,5
0.915,312,6
0.916,338,5
0.917,340,6
0.918,338,4
0.919,339,4
0.92,331,4
0.921,339,4
0.922,334,6
0.923,336,4
0.924,349,4
0.925,331,6
0.926,330,4
0.927,322,5
0.928,335,5
0.929,344,4
0.93,344,5
0.931,333,4
0.932,341,5
0.933,331,4
0.934,332,4
0.935,326,5
0.936,332,5
0.937,332,5
0.938,330,4
0.939,340,3
0.94,328,6
0.941,310,6
0.942,342,5
0.943,333,4
0.944,328,4
0.945,329,5
0.946,338,4
0.947,336,5
0.948,328,4
0.949,338,4
0.95,331,4
0.951,329,4
0.952,346,4
0.953,343,5
0.954,327,8
0.955,344,4
0.956,311,6
0.957,339,4
0.958,333,5
0.959,331,4
0.96,326,4
0.961,332,5
0.962,341,4
0.963,343,4
0.964,314,5
0.965,331,6
0.966,319,4
0.967,331,5
0.968,321,6
0.969,313,5
0.97,317,5
0.971,332,5
0.972,328,4
0.973,334,4
0.974,328,5
0.975,332,4
0.976,338,5
0.977,330,4
0.978,325,5
0.979,338,5
0.98,336,5
0.981,324,4
0.982,331,4
0.983,344,4
0.984,333,4
0.985,327,6
0.986,321,4
0.987,323,5
0.988,342,3
0.989,341,4
0.99,335,5
0.991,336,3
0.992,319,7
0.993,332,4
0.994,321,5
0.995,321,9
0.996,325,5
0.997,328,4
0.998,323,6
0.999,322,5
1,329,5
